Metabolite,SMILES,Pathway Name,Pathway,Biosynthesis of alkaloids derived from histidine and purine,"Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid",Biosynthesis of alkaloids derived from shikimate pathway,Biosynthesis of phenylpropanoids,Biosynthesis of plant hormones,Biosynthesis of type II polyketide backbone,Brassinosteroid biosynthesis,Caffeine metabolism,Carotenoid biosynthesis,Diterpenoid biosynthesis,Flavone and flavonol biosynthesis,Flavonoid biosynthesis,Indole alkaloid biosynthesis,Isoflavonoid biosynthesis,Isoquinoline alkaloid biosynthesis,Monoterpenoid biosynthesis,Phenylpropanoid biosynthesis,Porphyrin metabolism,Steroid biosynthesis,Terpenoid backbone biosynthesis,"Tropane, piperidine and pyridine alkaloid biosynthesis",Zeatin biosynthesis
C16253,CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CCC2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,['Brassinosteroid biosynthesis'],['map00905'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16257,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[C@H](O)Cc1ccccc1,"['Tropane, piperidine and pyridine alkaloid biosynthesis']",['map00960'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
C16270,CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C=O)\C=C\C=C(C)\C=C\C=C(/C)CCCC(C)(C)O,['Carotenoid biosynthesis'],['map00906'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C16271,CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C=O)\C=C\C=C(C)\C=C\C=C(/C)CCCC(C)(C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,['Carotenoid biosynthesis'],['map00906'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C16274,CC(/C=C/C=C(C)/C=C/C=C(C)/C=C/[C@H](O)C(C)(C)O)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C=C(C)\C=C\[C@H](O)C(C)(C)O,['Carotenoid biosynthesis'],['map00906'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C16275,CC(/C=C/C=C(C)/C=C/C=C(C)/C=C/[C@H](O[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O)C(C)(C)O)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C=C(C)\C=C\[C@H](O[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O)C(C)(C)O,['Carotenoid biosynthesis'],['map00906'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C16276,CC1=CCCC(C)(C)C1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1C(C)=CCCC1(C)C,['Carotenoid biosynthesis'],['map00906'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C16277,COC(C)(C)CCC(=O)/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)CCC=C(C)C,['Carotenoid biosynthesis'],['map00906'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C16278,COC(C)(C)CCC(=O)/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)C(=O)CCC(C)(C)OC,['Carotenoid biosynthesis'],['map00906'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C16279,COC(C)(C)CCC(=O)/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,['Carotenoid biosynthesis'],['map00906'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C16280,COC(C)(C)CCC(=O)/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/c1ccc(C)c(C)c1C,['Carotenoid biosynthesis'],['map00906'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C16282,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C[C@@H](O)[C@H](O)C2(C)C)C(C)(C)C[C@H](O)C1,['Carotenoid biosynthesis'],['map00906'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C16284,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C[C@@H](O)[C@H](O)C2(C)C)C(C)(C)[C@@H](O)[C@H](O)C1,['Carotenoid biosynthesis'],['map00906'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C16291,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)CCC2=C(C)CCCC2(C)C)C(C)(C)CCC1,['Carotenoid biosynthesis'],['map00906'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C16340,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/c2c(C)ccc(C)c2C)C(C)(C)CCC1,['Carotenoid biosynthesis'],['map00906'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C16352,C[n+]1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2[nH]c(=O)[nH]c(=O)c21,['Caffeine metabolism'],['map00232'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16353,Cn1cnc2[nH]c(=O)[nH]c(=O)c21,['Caffeine metabolism'],['map00232'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16355,Cn1c(=O)[nH]c2[nH]c(=O)[nH]c(=O)c21,['Caffeine metabolism'],['map00232'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16356,Cn1c(=O)[nH]c2[nH]c(=O)n(C)c2c1=O,['Caffeine metabolism'],['map00232'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16357,Cn1c(=O)[nH]c(=O)c2[nH]cnc21,['Caffeine metabolism'],['map00232'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16358,Cn1c(=O)[nH]c2nc[nH]c2c1=O,['Caffeine metabolism'],['map00232'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16359,Cn1c(=O)[nH]c2[nH]c(=O)[nH]c2c1=O,['Caffeine metabolism'],['map00232'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16360,Cn1c(=O)[nH]c(=O)c2c1[nH]c(=O)n2C,['Caffeine metabolism'],['map00232'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16361,Cn1c(=O)c2c([nH]c(=O)n2C)n(C)c1=O,['Caffeine metabolism'],['map00232'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16362,CNC(=O)N(C)C1NC(=O)N(C)C1=O,['Caffeine metabolism'],['map00232'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16365,CC(=O)Nc1c(NC=O)[nH]c(=O)n(C)c1=O,['Caffeine metabolism'],['map00232'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16366,CC(=O)Nc1c(N)[nH]c(=O)n(C)c1=O,['Caffeine metabolism'],['map00232'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16404,O=C(/C=C/c1ccccc1)c1c(O)cc(O)cc1O,['Flavonoid biosynthesis'],['map00941'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C16405,COc1cc(/C=C/C(=O)c2c(O)cc(O)cc2O)ccc1O,['Flavonoid biosynthesis'],['map00941'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C16406,O=C(/C=C/c1ccc(O)cc1)c1c(O)cc(O)cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,['Flavonoid biosynthesis'],['map00941'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C16407,O=C(/C=C/c1ccc(O)cc1)c1c(O)cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1O,['Flavonoid biosynthesis'],['map00941'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C16408,O=C(/C=C/c1ccc(O)c(O)c1)c1c(O)cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1O,['Flavonoid biosynthesis'],['map00941'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C16409,O=C1/C(=C/c2ccc(O)c(O)c2)Oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c21,['Flavonoid biosynthesis'],['map00941'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C16410,O=C1/C(=C/c2cc(O)c(O)c(O)c2)Oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c21,['Flavonoid biosynthesis'],['map00941'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C16415,Oc1ccc([C@H]2Oc3cc(O)ccc3[C@H](O)[C@@H]2O)cc1,['Flavonoid biosynthesis'],['map00941'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C16416,CC(C)=CCc1c(O)cc(O)c(C(=O)/C=C/c2ccc(O)cc2)c1O,['Flavonoid biosynthesis'],['map00941'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C16417,COc1cc(O)c(CC=C(C)C)c(O)c1C(=O)/C=C/c1ccc(O)cc1,['Flavonoid biosynthesis'],['map00941'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C16418,CC(=O)O[C@H]1C(=O)c2c(O)cc(O)cc2O[C@@H]1c1ccccc1,['Flavonoid biosynthesis'],['map00941'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C16419,COc1cc(O)c2c(c1)O[C@H](c1ccccc1)CC2=O,['Flavonoid biosynthesis'],['map00941'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C16422,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,['Flavonoid biosynthesis'],['map00941'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C16424,CC(C)=CCNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,['Zeatin biosynthesis'],['map00908'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C16426,CC(C)=CCNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,['Zeatin biosynthesis'],['map00908'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C16427,CC(C)=CCNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,['Zeatin biosynthesis'],['map00908'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C16428,C/C(=C\CNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O)CO,['Zeatin biosynthesis'],['map00908'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C16429,C/C(=C\CNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O)CO,['Zeatin biosynthesis'],['map00908'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C16430,C/C(=C\CNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O)CO,['Zeatin biosynthesis'],['map00908'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C16431,C/C(=C\CNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O)CO,['Zeatin biosynthesis'],['map00908'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C16441,C/C(=C/CNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O)CO,['Zeatin biosynthesis'],['map00908'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C16443,C/C(=C\CNc1ncnc2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c12)CO,['Zeatin biosynthesis'],['map00908'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C16445,CC(CO)CCNc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,['Zeatin biosynthesis'],['map00908'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C16447,CC(CO)CCNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,['Zeatin biosynthesis'],['map00908'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C16448,CC(CCNc1ncnc2[nH]cnc12)CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,['Zeatin biosynthesis'],['map00908'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C16449,C/C(=C/CNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O)CO,['Zeatin biosynthesis'],['map00908'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C16467,*[C@@H]1O[C@H](COP(=O)(O)O[C@H]2[C@@H](O)[C@H](n3cnc4c(NC/C=C(/C)CO)ncnc43)O[C@@H]2COP(=O)(O)O[C@H]2[C@@H](O)[C@H](*)O[C@@H]2COP(=O)(O)O)[C@@H](O)[C@H]1O,['Zeatin biosynthesis'],['map00908'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C16486,*C(=O)O[C@H]1CC(C)(C)C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)[C@@H](OC(*)=O)CC2(C)C)=C(C)C1=O,['Carotenoid biosynthesis'],['map00906'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C16490,O=c1c(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,['Flavone and flavonol biosynthesis'],['map00944'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C16492,O=C1CC(c2ccc(O)cc2)Oc2c1c(O)cc(O)c2[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,['Flavonoid biosynthesis'],['map00941'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
C16523,CC(=O)O[C@H]1C(=O)[C@@]2(C)C([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)C[C@@H](N)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,['Diterpenoid biosynthesis'],['map00904'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C16524,CC(=O)O[C@H]1C(=O)[C@@]2(C)C([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](N)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,['Diterpenoid biosynthesis'],['map00904'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C16540,C=Cc1c(C)c2n3c1/C=C1\N=C(/C=c4/c(C)c5c(n4[Mg]3)=C(C3=N/C(=C\2)[C@@H](C)[C@@H]3CCC(=O)O)[C@@H](C(=O)OC)C5=O)C(CC)=C1CO,['Porphyrin metabolism'],['map00860'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C16541,C=Cc1c(C)c2n3c1/C=C1\N=C(/C=c4/c(C)c5c(n4[Mg]3)=C(C3=N/C(=C\2)[C@@H](C)[C@@H]3CCC(=O)O)[C@@H](C(=O)OC)C5=O)C(CC)=C1C=O,['Porphyrin metabolism'],['map00860'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C16666,COc1cc(CN)ccc1O,['Biosynthesis of alkaloids derived from shikimate pathway'],['map01063'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16671,O=C(O)C1C=CCN=C1,"['Tropane, piperidine and pyridine alkaloid biosynthesis']",['map00960'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
C16696,CC(C)CC(=O)NCCc1c[nH]cn1,['Biosynthesis of alkaloids derived from histidine and purine'],['map01065'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16697,O=C1CCN2CCCC[C@@H]12,"['Tropane, piperidine and pyridine alkaloid biosynthesis', 'Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid']","['map00960', 'map01064']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
C16700,O=Cc1ccc(O)c(O)c1,"['Isoquinoline alkaloid biosynthesis', 'Biosynthesis of alkaloids derived from shikimate pathway']","['map00950', 'map01063']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C16701,Oc1ccc(CCNCc2ccc(O)c(O)c2)cc1,"['Isoquinoline alkaloid biosynthesis', 'Biosynthesis of alkaloids derived from shikimate pathway']","['map00950', 'map01063']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C16702,COc1ccc(CNCCc2ccc(O)cc2)cc1O,"['Isoquinoline alkaloid biosynthesis', 'Biosynthesis of alkaloids derived from shikimate pathway']","['map00950', 'map01063']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C16703,COc1ccc2c3c1O[C@H]1CC(=O)C=C[C@@]31CCNC2,"['Isoquinoline alkaloid biosynthesis', 'Biosynthesis of alkaloids derived from shikimate pathway']","['map00950', 'map01063']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C16704,COc1cc2c(c(O)c1OC)C(C)NCC2,"['Isoquinoline alkaloid biosynthesis', 'Biosynthesis of alkaloids derived from shikimate pathway']","['map00950', 'map01063']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C16705,COc1cc2c(c(OC)c1OC)C(C)NCC2,"['Isoquinoline alkaloid biosynthesis', 'Biosynthesis of alkaloids derived from shikimate pathway']","['map00950', 'map01063']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C16706,O=CCCc1ccc(O)cc1,"['Isoquinoline alkaloid biosynthesis', 'Biosynthesis of alkaloids derived from shikimate pathway']","['map00950', 'map01063']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C16707,COc1cc2c(cc1O)[C@H](CCc1cc(O)c(OC)c(OC)c1)N(C)CC2,"['Isoquinoline alkaloid biosynthesis', 'Biosynthesis of alkaloids derived from shikimate pathway']","['map00950', 'map01063']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C16708,COC1=C[C@@]23CCN(C)[C@@H](CCc4cc(O)c(OC)c(OC)c42)C3=CC1=O,"['Isoquinoline alkaloid biosynthesis', 'Biosynthesis of alkaloids derived from shikimate pathway']","['map00950', 'map01063']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C16709,COC1=C[C@@]23CCN(C)[C@@H](CCc4cc(OC)c(OC)c(OC)c42)C3=CC1=O,"['Isoquinoline alkaloid biosynthesis', 'Biosynthesis of alkaloids derived from shikimate pathway']","['map00950', 'map01063']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C16710,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](N(C)C=O)CC2,"['Isoquinoline alkaloid biosynthesis', 'Biosynthesis of alkaloids derived from shikimate pathway']","['map00950', 'map01063']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C16712,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](N)CC2,"['Isoquinoline alkaloid biosynthesis', 'Biosynthesis of alkaloids derived from shikimate pathway']","['map00950', 'map01063']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C16713,COc1cc2c3c(c1O)-c1c(cc(O)c(OC)c1OC)CCC3N(C)CC2,"['Isoquinoline alkaloid biosynthesis', 'Biosynthesis of alkaloids derived from shikimate pathway']","['map00950', 'map01063']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C16714,COc1cc2c3c(c1O)-c1c(cc(OC)c(OC)c1OC)CCC3N(C)CC2,"['Isoquinoline alkaloid biosynthesis', 'Biosynthesis of alkaloids derived from shikimate pathway']","['map00950', 'map01063']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C16716,O=c1cc(O)c2ccccc2[nH]1,['Biosynthesis of alkaloids derived from shikimate pathway'],['map01063'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16719,C[C@H](N)[C@H](O)c1ccccc1,['Biosynthesis of alkaloids derived from shikimate pathway'],['map01063'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16721,COc1c2c(nc3ccccc13)O[C@@H](C(C)(C)O)C2,['Biosynthesis of alkaloids derived from shikimate pathway'],['map01063'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16723,C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C2C(=O)N3Cc4c([nH]c5ccccc5c4=O)[C@@H]3C[C@H]21,['Biosynthesis of alkaloids derived from shikimate pathway'],['map01063'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16724,C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C2C(=O)N3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]21,['Biosynthesis of alkaloids derived from shikimate pathway'],['map01063'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16725,C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C2C(=O)N3Cc4cc5ccccc5nc4[C@@H]3C[C@H]21,['Biosynthesis of alkaloids derived from shikimate pathway'],['map01063'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16726,C=C[C@H]1CN2CCC1C[C@@H]2C(=O)c1ccnc2ccccc12,['Biosynthesis of alkaloids derived from shikimate pathway'],['map01063'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16727,C=C[C@H]1CN2CCC1C[C@H]2c1[nH]c2ccccc2c1CCO,['Biosynthesis of alkaloids derived from shikimate pathway'],['map01063'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16728,C=C[C@H]1CN2CCC1C[C@@H]2C(=O)c1ccnc2ccc(OC)cc12,['Biosynthesis of alkaloids derived from shikimate pathway'],['map01063'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16735,C=C[C@H]1CN2CCc3c([nH]c4ccccc34)[C@@H]2C[C@@H]1CC=O,['Biosynthesis of alkaloids derived from shikimate pathway'],['map01063'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C16826,CC(C)=CCC/C(C)=C/CC/C(C)=C\COP(=O)(O)OP(=O)(O)O,['Terpenoid backbone biosynthesis'],['map00900'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C16911,C[C@@H]1O[C@@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O,['Flavone and flavonol biosynthesis'],['map00944'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C16930,C=CCc1ccc(O)cc1,['Phenylpropanoid biosynthesis'],['map00940'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C17268,CC(=O)C(=O)c1ccccc1,['Biosynthesis of alkaloids derived from shikimate pathway'],['map01063'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C17324,*[C@@H]1O[C@H](COP(=O)(O)O[C@H]2[C@@H](O)[C@H](n3cnc4c(N)ncnc43)O[C@@H]2COP(=O)(O)O[C@H]2[C@@H](O)[C@H](*)O[C@@H]2COP(=O)(O)O)[C@@H](O)[C@H]1O,['Zeatin biosynthesis'],['map00908'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
C17401,C/C1=C2/N=C(/C=C3\N4[Co]n5c(c(CCC(=O)O)c(CC(=O)O)c51)/C=C1\N=C(/C=C\4[C@@H](CCC(=O)O)[C@]3(C)CC(=O)O)C(CC(=O)O)=C1CCC(=O)O)[C@@H](CCC(=O)O)[C@]2(C)CC(=O)O,['Porphyrin metabolism'],['map00860'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C17432,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O,['Terpenoid backbone biosynthesis'],['map00900'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
