Pathway,Pathway Name,Metabolite,SMILES,inchikey,inchikey_wo_last
map00950,Isoquinoline alkaloid biosynthesis,C16709,COC1=C[C@@]23CCN(C)[C@@H](CCc4cc(OC)c(OC)c(OC)c42)C3=CC1=O,AYPIIWGCGUQVNZ-OYHNWAKOSA-N,AYPIIWGCGUQVNZ-OYHNWAKOSA-
map00950,Isoquinoline alkaloid biosynthesis,C16710,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](N(C)C=O)CC2,HTWMEJLBEVTMMZ-INIZCTEOSA-N,HTWMEJLBEVTMMZ-INIZCTEOSA-
map00950,Isoquinoline alkaloid biosynthesis,C16712,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](N)CC2,HFPMXDMZJUJZBX-AWEZNQCLSA-N,HFPMXDMZJUJZBX-AWEZNQCLSA-
map00950,Isoquinoline alkaloid biosynthesis,C16713,COc1cc2c3c(c1O)-c1c(cc(O)c(OC)c1OC)CCC3N(C)CC2,MITMOIGRCVEHJP-UHFFFAOYSA-N,MITMOIGRCVEHJP-UHFFFAOYSA-
map00950,Isoquinoline alkaloid biosynthesis,C16714,COc1cc2c3c(c1O)-c1c(cc(OC)c(OC)c1OC)CCC3N(C)CC2,SXGHNTVPXYHQSN-UHFFFAOYSA-N,SXGHNTVPXYHQSN-UHFFFAOYSA-
map00950,Isoquinoline alkaloid biosynthesis,C17591,COc1ccc2c(c1O)-c1c(O)c(OC)cc3c1[C@H](C2)N(C)CC3,WHFUDAOCYRYAKQ-LBPRGKRZSA-N,WHFUDAOCYRYAKQ-LBPRGKRZSA-
map00950,Isoquinoline alkaloid biosynthesis,C17592,COc1ccc(CC2c3cc(OC)c(OC)cc3CCN2C)cc1O,MPYHGNAJOKCMAQ-UHFFFAOYSA-N,MPYHGNAJOKCMAQ-UHFFFAOYSA-
map00950,Isoquinoline alkaloid biosynthesis,C20297,COc1ccc2c(c1OC)C(O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,TZNFGVJRQISOHK-HVHHGIHYSA-N,TZNFGVJRQISOHK-HVHHGIHYSA-
map00950,Isoquinoline alkaloid biosynthesis,C20299,COc1ccc([C@H](O)[C@H]2c3c(cc4c(c3OC)OCO4)CCN2C)c(C=O)c1OC,JKLOZTFGRPYWHQ-MOPGFXCFSA-N,JKLOZTFGRPYWHQ-MOPGFXCFSA-
map00950,Isoquinoline alkaloid biosynthesis,C21405,COc1cc2c(cc1O)C[N@@]1CC[C@@]23C=CC(=O)C[C@H]13,VEXDOCFQMVMPHJ-HOTGVXAUSA-N,VEXDOCFQMVMPHJ-HOTGVXAUSA-
map00950,Isoquinoline alkaloid biosynthesis,C21406,COc1cc2c(cc1O)C[N@]1CC[C@]23C=CC(=O)C[C@@H]13,VEXDOCFQMVMPHJ-HZPDHXFCSA-N,VEXDOCFQMVMPHJ-HZPDHXFCSA-
map00950,Isoquinoline alkaloid biosynthesis,C21566,C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1C[C@@H]1NCCc2cc(OC)c(O)cc21,BAMBZZTUDRDYEE-QIAPLWSDSA-N,BAMBZZTUDRDYEE-QIAPLWSDSA-
map00950,Isoquinoline alkaloid biosynthesis,C21583,C=C[C@H]1[C@H](O)OC=C(C(=O)OC)[C@H]1C[C@@H]1NCCc2cc(OC)c(O)cc21,KOBLTMOWUOJKTH-ZWBYBESUSA-N,KOBLTMOWUOJKTH-ZWBYBESUSA-
map00950,Isoquinoline alkaloid biosynthesis,C21584,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(O)c(O)cc21,HGQNZTBYUKKJLH-IKPGRFEGSA-N,HGQNZTBYUKKJLH-IKPGRFEGSA-
map00950,Isoquinoline alkaloid biosynthesis,C21586,COc1ccc2c(c1OC)C[N@+]1(C)CCc3cc4c(c(O)c3[C@@H]1C2)OCO4,FJOUYKHTSXWRMH-NYHFZMIOSA-O,FJOUYKHTSXWRMH-NYHFZMIOSA-
map00950,Isoquinoline alkaloid biosynthesis,C21587,COc1ccc2c(c1OC)C[N@+]1(C)CCc3cc4c(c(O)c3[C@@H]1[C@H]2O)OCO4,NEHFHOHLVOGDCL-FGSXEWAUSA-O,NEHFHOHLVOGDCL-FGSXEWAUSA-
map00950,Isoquinoline alkaloid biosynthesis,C21588,COc1ccc2c(c1OC)C[N@+]1(C)CCc3cc4c(c(O)c3[C@@H]1[C@H]2OC(C)=O)OCO4,UNFCTLFLKCGAOK-UCFCWBNQSA-O,UNFCTLFLKCGAOK-UCFCWBNQSA-
map00950,Isoquinoline alkaloid biosynthesis,C21589,COc1ccc2c(c1OC)C(O)[N@+]1(C)CCc3cc4c(c(O)c3[C@@H]1[C@H]2OC(C)=O)OCO4,ZMVJJIWEZXWPAJ-WVIHDQMASA-O,ZMVJJIWEZXWPAJ-WVIHDQMASA-
map00950,Isoquinoline alkaloid biosynthesis,C21590,COc1ccc([C@H](OC(C)=O)[C@H]2c3c(cc4c(c3O)OCO4)CCN2C)c(C=O)c1OC,XKBBRFAPWMBHPG-KNQAVFIVSA-N,XKBBRFAPWMBHPG-KNQAVFIVSA-
map00950,Isoquinoline alkaloid biosynthesis,C21591,COc1ccc([C@H](OC(C)=O)[C@H]2c3c(cc4c(c3OC)OCO4)CCN2C)c(C=O)c1OC,JUUOWVIBIPDOSQ-IRLDBZIGSA-N,JUUOWVIBIPDOSQ-IRLDBZIGSA-
map00950,Isoquinoline alkaloid biosynthesis,C21599,COc1ccc([C@H](O)[C@H]2c3c(cc4c(c3O)OCO4)CCN2C)c(C=O)c1OC,PYFSIWNQTPXVAJ-MSOLQXFVSA-N,PYFSIWNQTPXVAJ-MSOLQXFVSA-
map00950,Isoquinoline alkaloid biosynthesis,C21600,COc1ccc2c(c1OC)C(O)O[C@@H]2[C@H]1c2c(cc3c(c2O)OCO3)CCN1C,IFVHOVYYIXFWLJ-JUAJCIKASA-N,IFVHOVYYIXFWLJ-JUAJCIKASA-
map00950,Isoquinoline alkaloid biosynthesis,C21630,COc1ccc(C[C@@H]2NCCc3cc(OC)c(OC)cc32)cc1O,PBARFBACJNHQIC-HNNXBMFYSA-N,PBARFBACJNHQIC-HNNXBMFYSA-
map00950,Isoquinoline alkaloid biosynthesis,C21631,COc1ccc(C[C@@H]2NCCc3cc(OC)c(OC)cc32)cc1OC,YXWQTVWJNHKSCC-INIZCTEOSA-N,YXWQTVWJNHKSCC-INIZCTEOSA-
map00950,Isoquinoline alkaloid biosynthesis,C21633,COc1cc2c(cc1O)CN1CCC3=CCC(=O)[C@@H]2[C@@H]31,LIWLTUWHHWEKGM-HZPDHXFCSA-N,LIWLTUWHHWEKGM-HZPDHXFCSA-
map00950,Isoquinoline alkaloid biosynthesis,C21634,Oc1ccc(CC/N=C/c2ccc(O)c(O)c2)cc1,ATVBRGIKCZGPSC-MHWRWJLKSA-N,ATVBRGIKCZGPSC-MHWRWJLKSA-
map00950,Isoquinoline alkaloid biosynthesis,C21635,COc1cc2c(cc1O)C[N@]1CC[C@]23C=C[C@H](O)C[C@@H]13,TZTBAJFJEZRQCV-IUIKQTSFSA-N,TZTBAJFJEZRQCV-IUIKQTSFSA-
map00950,Isoquinoline alkaloid biosynthesis,C21637,COc1cc2c(cc1O)C[N@]1CC[C@]23CC[C@H](O)C[C@@H]13,CTECRPNIWSEFRW-IUIKQTSFSA-N,CTECRPNIWSEFRW-IUIKQTSFSA-
map00950,Isoquinoline alkaloid biosynthesis,C21639,COc1cc2c(cc1O)C[N@@]1CC[C@@]23CC[C@@H](O)C[C@H]13,CTECRPNIWSEFRW-RLCCDNCMSA-N,CTECRPNIWSEFRW-RLCCDNCMSA-
map00950,Isoquinoline alkaloid biosynthesis,C22694,C=C[C@H]1[C@H](O)OC=C(C(=O)OC)[C@H]1C[C@@H]1c2cc(O)c(O)cc2CCN1C(C)=O,FEADSTKHIJOQFA-ZKXXJIQUSA-N,FEADSTKHIJOQFA-ZKXXJIQUSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C00047,NCCCC[C@H](N)C(=O)O,KDXKERNSBIXSRK-YFKPBYRVSA-N,KDXKERNSBIXSRK-YFKPBYRVSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C00079,N[C@@H](Cc1ccccc1)C(=O)O,COLNVLDHVKWLRT-QMMMGPOBSA-N,COLNVLDHVKWLRT-QMMMGPOBSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C00134,NCCCCN,KIDHWZJUCRJVML-UHFFFAOYSA-N,KIDHWZJUCRJVML-UHFFFAOYSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C00166,O=C(O)C(=O)Cc1ccccc1,BTNMPGBKDVTSJY-UHFFFAOYSA-N,BTNMPGBKDVTSJY-UHFFFAOYSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C00253,O=C(O)c1cccnc1,PVNIIMVLHYAWGP-UHFFFAOYSA-N,PVNIIMVLHYAWGP-UHFFFAOYSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C00407,CC[C@H](C)[C@H](N)C(=O)O,AGPKZVBTJJNPAG-WHFBIAKZSA-N,AGPKZVBTJJNPAG-WHFBIAKZSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C00408,O=C(O)[C@@H]1CCCCN1,HXEACLLIILLPRG-YFKPBYRVSA-N,HXEACLLIILLPRG-YFKPBYRVSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C00450,O=C(O)[C@@H]1CCCC=N1,CSDPVAKVEWETFG-YFKPBYRVSA-N,CSDPVAKVEWETFG-YFKPBYRVSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C00729,CN1C2CCC1CC(O)C2,CYHOMWAPJJPNMW-UHFFFAOYSA-N,CYHOMWAPJJPNMW-UHFFFAOYSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C00745,CN1CCC[C@H]1c1cccnc1,SNICXCGAKADSCV-JTQLQIEISA-N,SNICXCGAKADSCV-JTQLQIEISA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C00783,CN1C2CCC1CC(=O)C2,QQXLDOJGLXJCSE-UHFFFAOYSA-N,QQXLDOJGLXJCSE-UHFFFAOYSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C01004,C[n+]1cccc(C(=O)[O-])c1,WWNNZCOKKKDOPX-UHFFFAOYSA-N,WWNNZCOKKKDOPX-UHFFFAOYSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C01416,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,ZPUCINDJVBIVPJ-LJISPDSOSA-N,ZPUCINDJVBIVPJ-LJISPDSOSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C01456,O=C(O)C(CO)c1ccccc1,JACRWUWPXAESPB-UHFFFAOYSA-N,JACRWUWPXAESPB-UHFFFAOYSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C01479,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,RKUNBYITZUJHSG-SPUOUPEWSA-N,RKUNBYITZUJHSG-SPUOUPEWSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C01672,NCCCCCN,VHRGRCVQAFMJIZ-UHFFFAOYSA-N,VHRGRCVQAFMJIZ-UHFFFAOYSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C01746,C1CCNCC1,NQRYJNQNLNOLGT-UHFFFAOYSA-N,NQRYJNQNLNOLGT-UHFFFAOYSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C01851,CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1C1OC12,STECJAGHUSJQJN-MSIGHWPWSA-N,STECJAGHUSJQJN-MSIGHWPWSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C02046,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)[C@H](CO)c1ccccc1)C2,RKUNBYITZUJHSG-FXUDXRNXSA-N,RKUNBYITZUJHSG-FXUDXRNXSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C02066,CN1C2CCC1CC(O)C2,CYHOMWAPJJPNMW-UHFFFAOYSA-N,CYHOMWAPJJPNMW-UHFFFAOYSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C02621,O=C1CCC[C@@H]2C3CC(CN12)[C@@H]1C[C@@H](O)CCN1C3,JVYKIBAJVKEZSQ-LFGDDXOXSA-N,JVYKIBAJVKEZSQ-LFGDDXOXSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C02723,CNCCCCN,RMIVMBYMDISYFZ-UHFFFAOYSA-N,RMIVMBYMDISYFZ-UHFFFAOYSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C03239,NCCCCC(=O)C(=O)O,GWENQMVPLJAMAE-UHFFFAOYSA-N,GWENQMVPLJAMAE-UHFFFAOYSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C03325,CN1C2CC(O)C1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,WTQYWNWRJNXDEG-KHXRNHLQSA-N,WTQYWNWRJNXDEG-KHXRNHLQSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C03882,O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,MXXWOMGUGJBKIW-YPCIICBESA-N,MXXWOMGUGJBKIW-YPCIICBESA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C04076,N[C@@H](CCCC=O)C(=O)O,GFXYTQPNNXGICT-YFKPBYRVSA-N,GFXYTQPNNXGICT-YFKPBYRVSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C04092,O=C(O)C1=NCCCC1,GEJXSVNGWOSZPC-UHFFFAOYSA-N,GEJXSVNGWOSZPC-UHFFFAOYSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C04170,C/C=C(\C)C(=O)O[C@H]1CCN2CC3CC(CN4C(=O)CCC[C@H]34)[C@@H]2C1,UPVPJQNTGLTBPC-SYRVDUKVSA-N,UPVPJQNTGLTBPC-SYRVDUKVSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C05607,O=C(O)[C@H](O)Cc1ccccc1,VOXXWSYKYCBWHO-MRVPVSSYSA-N,VOXXWSYKYCBWHO-MRVPVSSYSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C06176,C/C=C1/C[C@@H](C)[C@@](C)(O)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23,HKODIGSRFALUTA-JTLQZVBZSA-N,HKODIGSRFALUTA-JTLQZVBZSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C06177,OCC1=CCN2CC[C@@H](O)[C@@H]12,HJSJELVDQOXCHO-HTQZYQBOSA-N,HJSJELVDQOXCHO-HTQZYQBOSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C06178,C[N+]1=CCCC1,FDWZAOGDOVQOLD-UHFFFAOYSA-N,FDWZAOGDOVQOLD-UHFFFAOYSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C06179,CC(=O)C[C@H]1CCCN1C,ADKXZIOQKHHDNQ-MRVPVSSYSA-N,ADKXZIOQKHHDNQ-MRVPVSSYSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C06180,c1cncc(C2CCCCN2)c1,MTXSIJUGVMTTMU-UHFFFAOYSA-N,MTXSIJUGVMTTMU-UHFFFAOYSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C06181,C1=NCCCC1,DWKUKQRKVCMOLP-UHFFFAOYSA-N,DWKUKQRKVCMOLP-UHFFFAOYSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C06182,CC(=O)CC1CCCCN1,JEIZLWNUBXHADF-UHFFFAOYSA-N,JEIZLWNUBXHADF-UHFFFAOYSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C06183,O=C(C[C@@H]1CCCCN1)C[C@@H]1CCCCN1,JFMCQBGTUJUOAB-RYUDHWBXSA-N,JFMCQBGTUJUOAB-RYUDHWBXSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C06184,CC(=O)CC1CCCCN1C,TYHJMEIBGDDCPA-UHFFFAOYSA-N,TYHJMEIBGDDCPA-UHFFFAOYSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C06185,CC(=O)O[C@H]1CCN2C[C@@H](N)CCC12,YYIUHLPAZILPSG-SMILAEQMSA-N,YYIUHLPAZILPSG-SMILAEQMSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C06366,NCCCCNCCCCN,UODZHRGDSPLRMD-UHFFFAOYSA-N,UODZHRGDSPLRMD-UHFFFAOYSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C06521,CN1CCCC1CC(=O)CC1CCCN1C,ZEBIACKKLGVLFZ-UHFFFAOYSA-N,ZEBIACKKLGVLFZ-UHFFFAOYSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C06524,c1cncc(C2CCCN2)c1,MYKUKUCHPMASKF-UHFFFAOYSA-N,MYKUKUCHPMASKF-UHFFFAOYSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C07475,CN1[C@@H](CC(=O)c2ccccc2)CCC[C@H]1C[C@H](O)c1ccccc1,MXYUKLILVYORSK-HBMCJLEFSA-N,MXYUKLILVYORSK-HBMCJLEFSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C10126,C1=CC[C@@H](c2cccnc2)NC1,SOPPBXUYQGUQHE-JTQLQIEISA-N,SOPPBXUYQGUQHE-JTQLQIEISA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C10157,CN1[C@@H](CC(=O)c2ccccc2)CCC[C@H]1CC(=O)c1ccccc1,IDEMKXUAULKYJV-BGYRXZFFSA-N,IDEMKXUAULKYJV-BGYRXZFFSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C10171,CN1CCCC[C@H]1C[C@H](O)c1ccccc1,GOWRYACIDZSIHI-KBPBESRZSA-N,GOWRYACIDZSIHI-KBPBESRZSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C10173,O[C@H]1[C@H]2[C@H](O)CCCN2C[C@H]1O,FXUAIOOAOAVCGD-WCTZXXKLSA-N,FXUAIOOAOAVCGD-WCTZXXKLSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C10763,O=c1cccc2n1CC1CNCC2C1,ANJTVLIZGCUXLD-UHFFFAOYSA-N,ANJTVLIZGCUXLD-UHFFFAOYSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C10772,O=C1CCC[C@@H]2C3CC(CN12)[C@@H]1CCCCN1C3,JYIJIIVLEOETIQ-CLRIEMFWSA-N,JYIJIIVLEOETIQ-CLRIEMFWSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C10773,OC[C@@H]1CCCN2CCCC[C@H]12,HDVAWXXJVMJBAR-VHSXEESVSA-N,HDVAWXXJVMJBAR-VHSXEESVSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C10783,C1CCN2CC3CC(CN4CCCC[C@@H]34)[C@H]2C1,SLRCCWJSBJZJBV-ZMYVRHLSSA-N,SLRCCWJSBJZJBV-ZMYVRHLSSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C10850,O[C@@H]1CC2CCC(O)(N2)[C@@H]1O,XOCBOVUINUHZJA-RKXXOXFUSA-N,XOCBOVUINUHZJA-RKXXOXFUSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C10858,CN1C2CCC1[C@@H](C(=O)O)[C@@H](O)C2,PHMBVCPLDPDESM-RLXKETGRSA-N,PHMBVCPLDPDESM-RLXKETGRSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C10860,CN1C2CCC1CC(OC(=O)[C@H](O)Cc1ccccc1)C2,FNRXUEYLFZLOEZ-LGGPCSOHSA-N,FNRXUEYLFZLOEZ-LGGPCSOHSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C10865,CN1C2CCCC1CC(=O)C2,RHWSKVCZXBAWLZ-UHFFFAOYSA-N,RHWSKVCZXBAWLZ-UHFFFAOYSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C12440,OC[C@@H]1CCN2CCC[C@@H]12,LOFDEIYZIAVXHE-YUMQZZPRSA-N,LOFDEIYZIAVXHE-YUMQZZPRSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C12448,COC(=O)[C@@H]1C2CCC(C[C@@H]1O)N2C,QIQNNBXHAYSQRY-ABIFROTESA-N,QIQNNBXHAYSQRY-ABIFROTESA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C12449,CN1C2CCC1[C@H](C(=O)O)[C@@H](O)C2,PHMBVCPLDPDESM-GHNGIAPOSA-N,PHMBVCPLDPDESM-GHNGIAPOSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C12450,CN1C2CCC1[C@H](C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C2,LWFFRRDSDGEAQK-ZSCOKQQMSA-N,LWFFRRDSDGEAQK-ZSCOKQQMSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C12452,CC(=O)OC1CC2CCC(C1)N2C,MDIDMOWWLBGYPG-UHFFFAOYSA-N,MDIDMOWWLBGYPG-UHFFFAOYSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C12453,CC(=O)OC1CC2CCC(C1)N2C,MDIDMOWWLBGYPG-UHFFFAOYSA-N,MDIDMOWWLBGYPG-UHFFFAOYSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C12454,c1cncc(C2CCNC(c3cccnc3)C2)c1,COWQBMIVVHLMNO-UHFFFAOYSA-N,COWQBMIVVHLMNO-UHFFFAOYSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C12455,NCCCCC=O,SZBGXBOFCGNPEU-UHFFFAOYSA-N,SZBGXBOFCGNPEU-UHFFFAOYSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C15612,C/C=C1/C[C@@H](C)[C@@](C)(O)C(=O)OCC2=CC[N+]3([O-])CC[C@@H](OC1=O)[C@@H]23,PLGBHVNNYDZWGZ-GPUZEBNTSA-N,PLGBHVNNYDZWGZ-GPUZEBNTSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C16257,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[C@H](O)Cc1ccccc1,FKMUDVUPQINOSF-NHZRKUKBSA-N,FKMUDVUPQINOSF-NHZRKUKBSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C16671,O=C(O)C1C=CCN=C1,PPOLBRYFPXVWHY-UHFFFAOYSA-N,PPOLBRYFPXVWHY-UHFFFAOYSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C16697,O=C1CCN2CCCC[C@@H]12,GSQLNIVPNDDIHU-ZETCQYMHSA-N,GSQLNIVPNDDIHU-ZETCQYMHSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C16933,C1=CCN=CC1,LPHWCAUEPAUFHZ-UHFFFAOYSA-N,LPHWCAUEPAUFHZ-UHFFFAOYSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C18158,O=C1C2CC(CN3CCCC[C@H]23)[C@@H]2CCCCN12,YQMWQSMYVPLYDI-CLRIEMFWSA-N,YQMWQSMYVPLYDI-CLRIEMFWSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C22421,CN1CCCC1CC(=O)CC(=O)O,WDFDPXMELFXBFU-UHFFFAOYSA-N,WDFDPXMELFXBFU-UHFFFAOYSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C22430,O=C(O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)Cc1ccccc1,DQDHUJRGSAIBJC-QUMMREBQSA-N,DQDHUJRGSAIBJC-QUMMREBQSA-
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C22466,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)[C@H](C=O)c1ccccc1)C2,RMBZQGMKGCCRKF-FXUDXRNXSA-N,RMBZQGMKGCCRKF-FXUDXRNXSA-
map01056,Biosynthesis of type II polyketide backbone,C00024,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,ZSLZBFCDCINBPY-ZSJPKINUSA-N,ZSLZBFCDCINBPY-ZSJPKINUSA-
map01056,Biosynthesis of type II polyketide backbone,C00083,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)O,LTYOQGRJFJAKNA-DVVLENMVSA-N,LTYOQGRJFJAKNA-DVVLENMVSA-
map01056,Biosynthesis of type II polyketide backbone,C00100,CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,QAQREVBBADEHPA-IEXPHMLFSA-N,QAQREVBBADEHPA-IEXPHMLFSA-
map01056,Biosynthesis of type II polyketide backbone,C00136,CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,CRFNGMNYKDXRTN-CITAKDKDSA-N,CRFNGMNYKDXRTN-CITAKDKDSA-
map01056,Biosynthesis of type II polyketide backbone,C12348,*SC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(C)=O,,
map01056,Biosynthesis of type II polyketide backbone,C12350,*SC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CCC,,
map01056,Biosynthesis of type II polyketide backbone,C12354,*SC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(C)=O,,
map01056,Biosynthesis of type II polyketide backbone,C12355,*SC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC,,
map01056,Biosynthesis of type II polyketide backbone,C12356,*SC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CCC,,
