Pathway,Pathway Name,Metabolite,SMILES
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C12453,CC(=O)OC1CC2CCC(C1)N2C
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C12454,c1cncc(C2CCNC(c3cccnc3)C2)c1
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C12455,NCCCCC=O
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C15612,C/C=C1/C[C@@H](C)[C@@](C)(O)C(=O)OCC2=CC[N+]3([O-])CC[C@@H](OC1=O)[C@@H]23
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C16257,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)[C@H](O)Cc1ccccc1
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C16671,O=C(O)C1C=CCN=C1
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C16697,O=C1CCN2CCCC[C@@H]12
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C16933,C1=CCN=CC1
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C18158,O=C1C2CC(CN3CCCC[C@H]23)[C@@H]2CCCCN12
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C22421,CN1CCCC1CC(=O)CC(=O)O
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C22430,O=C(O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)Cc1ccccc1
map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",C22466,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)[C@H](C=O)c1ccccc1)C2
map01056,Biosynthesis of type II polyketide backbone,C00024,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
map01056,Biosynthesis of type II polyketide backbone,C00083,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)O
map01056,Biosynthesis of type II polyketide backbone,C00100,CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
map01056,Biosynthesis of type II polyketide backbone,C00136,CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
map01056,Biosynthesis of type II polyketide backbone,C12348,*SC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(C)=O
map01056,Biosynthesis of type II polyketide backbone,C12350,*SC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CCC
map01056,Biosynthesis of type II polyketide backbone,C12354,*SC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(C)=O
map01056,Biosynthesis of type II polyketide backbone,C12355,*SC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC
map01056,Biosynthesis of type II polyketide backbone,C12356,*SC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CCC
map01056,Biosynthesis of type II polyketide backbone,C12441,*SC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(N)=O
map01056,Biosynthesis of type II polyketide backbone,C12442,*SC(=O)CC(=O)CC(=O)CC(=O)CC(O)CC(=O)CC(=O)CC(=O)CC(=O)CC(N)=O
map01056,Biosynthesis of type II polyketide backbone,C18293,*SC(=O)CC(=O)CC(=O)Cc1cccc(O)c1C(=O)CC(=O)CC(=O)CC(N)=O
map01056,Biosynthesis of type II polyketide backbone,C18327,*SC(=O)CC(=O)CC(=O)CC1(O)CC(=O)CC(=O)C1C(=O)CC(C)=O
map01056,Biosynthesis of type II polyketide backbone,C18328,*SC(=O)CC(=O)CC(=O)CC1(O)CC(O)CC(=O)C1C(=O)CC(C)=O
map01056,Biosynthesis of type II polyketide backbone,C18329,*SC(=O)CC(=O)CC(=O)Cc1cccc(O)c1C(=O)CC(C)=O
map01056,Biosynthesis of type II polyketide backbone,C18330,*SC(=O)CC(=O)CC(=O)CC1(O)CC(=O)CC(=O)C1C(=O)CC(=O)CC(=O)CC(C)=O
map01056,Biosynthesis of type II polyketide backbone,C18331,*SC(=O)CC(=O)CC(=O)CC1(O)CC(O)CC(=O)C1C(=O)CC(=O)CC(=O)CC(C)=O
map01056,Biosynthesis of type II polyketide backbone,C18332,*SC(=O)CC(=O)CC(=O)Cc1cccc(O)c1C(=O)CC(=O)CC(=O)CC(C)=O
map01056,Biosynthesis of type II polyketide backbone,C18333,*SC(=O)CC(=O)CC(=O)CC1(O)CC(=O)CC(=O)C1C(=O)CC(=O)CC(=O)CC(=O)CC
map01056,Biosynthesis of type II polyketide backbone,C18334,*SC(=O)CC(=O)CC(=O)CC1(O)CC(O)CC(=O)C1C(=O)CC(=O)CC(=O)CC(=O)CC
map01056,Biosynthesis of type II polyketide backbone,C18335,*SC(=O)CC(=O)CC(=O)Cc1cccc(O)c1C(=O)CC(=O)CC(=O)CC(=O)CC
map01056,Biosynthesis of type II polyketide backbone,C18336,*SC(=O)CC(=O)CC(=O)Cc1cc(O)cc(O)c1C(=O)CC(=O)CC(=O)CC(C)=O
map01056,Biosynthesis of type II polyketide backbone,C18337,*SC(=O)CC(=O)CC(=O)Cc1cc2cc(O)cc(O)c2c(O)c1C(=O)CC(C)=O
map01056,Biosynthesis of type II polyketide backbone,C21430,*SC(=O)CC(N)=O
map01061,Biosynthesis of phenylpropanoids,C00022,CC(=O)C(=O)O
map01061,Biosynthesis of phenylpropanoids,C00024,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
map01061,Biosynthesis of phenylpropanoids,C00026,O=C(O)CCC(=O)C(=O)O
map01061,Biosynthesis of phenylpropanoids,C00036,O=C(O)CC(=O)C(=O)O
map01061,Biosynthesis of phenylpropanoids,C00042,O=C(O)CCC(=O)O
map01061,Biosynthesis of phenylpropanoids,C00074,C=C(OP(=O)(O)O)C(=O)O
map01061,Biosynthesis of phenylpropanoids,C00078,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
map01061,Biosynthesis of phenylpropanoids,C00079,N[C@@H](Cc1ccccc1)C(=O)O
map01061,Biosynthesis of phenylpropanoids,C00085,O=P(O)(O)OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O
map01061,Biosynthesis of phenylpropanoids,C00091,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O
map01061,Biosynthesis of phenylpropanoids,C00108,Nc1ccccc1C(=O)O
map01061,Biosynthesis of phenylpropanoids,C00118,O=C[C@H](O)COP(=O)(O)O
map01061,Biosynthesis of phenylpropanoids,C00122,O=C(O)/C=C/C(=O)O
map01061,Biosynthesis of phenylpropanoids,C00149,O=C(O)C[C@H](O)C(=O)O
map01061,Biosynthesis of phenylpropanoids,C00156,O=C(O)c1ccc(O)cc1
map01061,Biosynthesis of phenylpropanoids,C00158,O=C(O)CC(O)(CC(=O)O)C(=O)O
map01061,Biosynthesis of phenylpropanoids,C00196,O=C(O)c1cccc(O)c1O
map01061,Biosynthesis of phenylpropanoids,C00197,O=C(O)[C@H](O)COP(=O)(O)O
map01061,Biosynthesis of phenylpropanoids,C00223,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/c1ccc(O)cc1
map01061,Biosynthesis of phenylpropanoids,C00230,O=C(O)c1ccc(O)c(O)c1
map01061,Biosynthesis of phenylpropanoids,C00236,O=C(OP(=O)(O)O)[C@H](O)COP(=O)(O)O
map01061,Biosynthesis of phenylpropanoids,C00251,C=C(O[C@@H]1C=C(C(=O)O)C=C[C@H]1O)C(=O)O
map01061,Biosynthesis of phenylpropanoids,C00254,O=C(O)C(=O)C[C@]1(C(=O)O)C=C[C@@H](O)C=C1
map01061,Biosynthesis of phenylpropanoids,C00267,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O
map01061,Biosynthesis of phenylpropanoids,C00279,O=C[C@H](O)[C@H](O)COP(=O)(O)O
map01061,Biosynthesis of phenylpropanoids,C00311,O=C(O)CC(C(=O)O)C(O)C(=O)O
map01061,Biosynthesis of phenylpropanoids,C00323,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/c1ccc(O)c(O)c1
map01061,Biosynthesis of phenylpropanoids,C00354,O=P(O)(O)OC[C@H]1OC(O)(COP(=O)(O)O)[C@@H](O)[C@@H]1O
map01061,Biosynthesis of phenylpropanoids,C00406,COc1cc(/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2OP(=O)(O)O)ccc1O
map01061,Biosynthesis of phenylpropanoids,C00411,COc1cc(/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2OP(=O)(O)O)cc(OC)c1O
map01061,Biosynthesis of phenylpropanoids,C00415,Nc1nc2c(c(=O)[nH]1)N=C(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2
map01061,Biosynthesis of phenylpropanoids,C00417,O=C(O)/C=C(/CC(=O)O)C(=O)O
map01061,Biosynthesis of phenylpropanoids,C00482,COc1cc(/C=C/C(=O)O)cc(OC)c1O
map01061,Biosynthesis of phenylpropanoids,C00493,O=C(O)C1=C[C@@H](O)[C@@H](O)[C@H](O)C1
map01061,Biosynthesis of phenylpropanoids,C00504,Nc1nc2ncc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)nc2c(=O)[nH]1
map01061,Biosynthesis of phenylpropanoids,C00509,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21
map01061,Biosynthesis of phenylpropanoids,C00568,Nc1ccc(C(=O)O)cc1
map01061,Biosynthesis of phenylpropanoids,C00590,COc1cc(/C=C/CO)ccc1O
map01061,Biosynthesis of phenylpropanoids,C00631,O=C(O)[C@@H](CO)OP(=O)(O)O
map01061,Biosynthesis of phenylpropanoids,C00633,O=Cc1ccc(O)cc1
map01061,Biosynthesis of phenylpropanoids,C00668,O=P(O)(O)OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O
map01061,Biosynthesis of phenylpropanoids,C00755,COc1cc(C=O)ccc1O
map01061,Biosynthesis of phenylpropanoids,C00758,O=c1ccc2c(O)c3ccoc3cc2o1
map01061,Biosynthesis of phenylpropanoids,C00805,O=C(O)c1ccccc1O
map01061,Biosynthesis of phenylpropanoids,C00811,O=C(O)/C=C/c1ccc(O)cc1
map01061,Biosynthesis of phenylpropanoids,C00814,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1
map01061,Biosynthesis of phenylpropanoids,C00841,O=c1ccc2cc3ccoc3c(O)c2o1
map01061,Biosynthesis of phenylpropanoids,C00858,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1
map01061,Biosynthesis of phenylpropanoids,C00885,C=C(O[C@H]1C=CC=C(C(=O)O)[C@@H]1O)C(=O)O
map01061,Biosynthesis of phenylpropanoids,C00974,O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)cc2)[C@H]1O
map01061,Biosynthesis of phenylpropanoids,C01158,O=C(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c1cc(O)c(O)c(O)c1
map01061,Biosynthesis of phenylpropanoids,C01197,O=C(O)/C=C/c1ccc(O)c(O)c1
map01061,Biosynthesis of phenylpropanoids,C01424,O=C(O)c1cc(O)c(O)c(O)c1
map01061,Biosynthesis of phenylpropanoids,C01451,OCc1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
map01061,Biosynthesis of phenylpropanoids,C01477,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
map01061,Biosynthesis of phenylpropanoids,C01494,COc1cc(/C=C/C(=O)O)ccc1O
map01061,Biosynthesis of phenylpropanoids,C01527,COc1cc2ccc(=O)oc2cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
map01061,Biosynthesis of phenylpropanoids,C01557,COc1c2ccoc2cc2oc(=O)ccc12
map01061,Biosynthesis of phenylpropanoids,C01617,O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)c(O)c2)[C@H]1O
map01061,Biosynthesis of phenylpropanoids,C01752,COc1cc2ccc(=O)oc2cc1O
map01061,Biosynthesis of phenylpropanoids,C02162,COc1c2ccoc2c(OC)c2oc(=O)ccc12
map01061,Biosynthesis of phenylpropanoids,C02325,COc1cc(/C=C/CO)cc(OC)c1O
map01061,Biosynthesis of phenylpropanoids,C02637,O=C(O)C1=CC(=O)[C@@H](O)[C@H](O)C1
map01061,Biosynthesis of phenylpropanoids,C02646,OC/C=C/c1ccc(O)cc1
map01061,Biosynthesis of phenylpropanoids,C02666,COc1cc(/C=C/C=O)ccc1O
map01061,Biosynthesis of phenylpropanoids,C03582,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1
map01061,Biosynthesis of phenylpropanoids,C04576,O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1
map01061,Biosynthesis of phenylpropanoids,C05366,COc1cc([C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c2ccc(O)c(OC)c2)ccc1O
map01061,Biosynthesis of phenylpropanoids,C05608,O=C/C=C/c1ccc(O)cc1
map01061,Biosynthesis of phenylpropanoids,C05610,COc1cc(/C=C/C=O)cc(OC)c1O
map01061,Biosynthesis of phenylpropanoids,C05619,COc1cc(/C=C/C(=O)O)cc(O)c1O
map01061,Biosynthesis of phenylpropanoids,C05821,O=C(N[C@H]1COC(=O)[C@@H](NC(=O)c2cccc(O)c2O)COC(=O)[C@@H](NC(=O)c2cccc(O)c2O)COC1=O)c1cccc(O)c1O
map01061,Biosynthesis of phenylpropanoids,C05903,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
map01061,Biosynthesis of phenylpropanoids,C05905,Oc1cc(O)c2cc(O)c(-c3ccc(O)c(O)c3)[o+]c2c1
map01061,Biosynthesis of phenylpropanoids,C05906,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)[C@H]2O
map01061,Biosynthesis of phenylpropanoids,C06202,O=Cc1ccccc1O
map01061,Biosynthesis of phenylpropanoids,C06561,O=C(/C=C/c1ccc(O)cc1)c1c(O)cc(O)cc1O
map01061,Biosynthesis of phenylpropanoids,C06562,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2
map01061,Biosynthesis of phenylpropanoids,C06563,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12
map01061,Biosynthesis of phenylpropanoids,C07593,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1
map01061,Biosynthesis of phenylpropanoids,C08650,O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O
map01061,Biosynthesis of phenylpropanoids,C09060,O=c1ccc2ccc3occc3c2o1
map01061,Biosynthesis of phenylpropanoids,C09263,O=c1ccc2cc(O)c(O)cc2o1
map01061,Biosynthesis of phenylpropanoids,C09276,CC(C)(O)[C@@H]1Cc2cc3ccc(=O)oc3cc2O1
map01061,Biosynthesis of phenylpropanoids,C09305,O=c1ccc2cc3ccoc3cc2o1
map01061,Biosynthesis of phenylpropanoids,C09315,O=c1ccc2ccc(O)cc2o1
map01061,Biosynthesis of phenylpropanoids,C09727,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2
map01061,Biosynthesis of phenylpropanoids,C09762,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)ccc21
map01061,Biosynthesis of phenylpropanoids,C09980,COc1ccc(/C=C/c2cc(OC)cc(=O)o2)cc1
map01061,Biosynthesis of phenylpropanoids,C10205,O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12
map01061,Biosynthesis of phenylpropanoids,C10208,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12
map01061,Biosynthesis of phenylpropanoids,C10503,COc1ccc2c(c1)O[C@H]1c3ccc(O)cc3OC[C@@H]21
map01061,Biosynthesis of phenylpropanoids,C10516,COc1ccc2c(c1)OC[C@]1(O)c3cc4c(cc3O[C@H]21)OCO4
map01061,Biosynthesis of phenylpropanoids,C10556,COc1cc([C@@H]2c3cc4c(cc3C[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1OC
map01061,Biosynthesis of phenylpropanoids,C10557,COc1cc(C[C@H]2C(=O)OC[C@@H]2Cc2ccc3c(c2)OCO3)cc(OC)c1OC
map01061,Biosynthesis of phenylpropanoids,C10682,COc1cc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(O)c(OC)c2)ccc1O
map01061,Biosynthesis of phenylpropanoids,C10874,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC
map01061,Biosynthesis of phenylpropanoids,C10886,COc1cc2c(c(OC)c1OC)-c1cc3c(cc1[C@H](OC(C)=O)[C@H]1COC(=O)[C@@H]1C2)OCO3
map01061,Biosynthesis of phenylpropanoids,C12125,COc1ccc2c(=O)c(-c3ccc(O)cc3)coc2c1
map01061,Biosynthesis of phenylpropanoids,C12203,COc1cc(/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2OP(=O)(O)O)cc(O)c1O
map01061,Biosynthesis of phenylpropanoids,C12204,COc1cc(/C=C/C=O)cc(O)c1O
map01061,Biosynthesis of phenylpropanoids,C12305,COC(=O)c1ccccc1O
map01061,Biosynthesis of phenylpropanoids,C18080,CC(C)=CCc1c(O)ccc2ccc(=O)oc12
map01061,Biosynthesis of phenylpropanoids,C18083,CC(C)=CCc1cc2ccc(=O)oc2cc1O
map01061,Biosynthesis of phenylpropanoids,C18167,COc1cc(C[C@@H](CO)[C@H](CO)Cc2ccc(O)c(OC)c2)ccc1O
map01061,Biosynthesis of phenylpropanoids,C19707,CC(C)(O)[C@@H]1Cc2c(ccc3ccc(=O)oc23)O1
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C00022,CC(=O)C(=O)O
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C00024,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C00026,O=C(O)CCC(=O)C(=O)O
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C00036,O=C(O)CC(=O)C(=O)O
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C00042,O=C(O)CCC(=O)O
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C00074,C=C(OP(=O)(O)O)C(=O)O
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C00078,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C00079,N[C@@H](Cc1ccccc1)C(=O)O
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C00082,N[C@@H](Cc1ccc(O)cc1)C(=O)O
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C00085,O=P(O)(O)OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C00091,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C00108,Nc1ccccc1C(=O)O
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C00118,O=C[C@H](O)COP(=O)(O)O
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C00122,O=C(O)/C=C/C(=O)O
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C00149,O=C(O)C[C@H](O)C(=O)O
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C00158,O=C(O)CC(O)(CC(=O)O)C(=O)O
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C00180,O=C(O)c1ccccc1
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C00183,CC(C)[C@H](N)C(=O)O
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C00197,O=C(O)[C@H](O)COP(=O)(O)O
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C00236,O=C(OP(=O)(O)O)[C@H](O)COP(=O)(O)O
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C00251,C=C(O[C@@H]1C=C(C(=O)O)C=C[C@H]1O)C(=O)O
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C00254,O=C(O)C(=O)C[C@]1(C(=O)O)C=C[C@@H](O)C=C1
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C00267,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C00279,O=C[C@H](O)[C@H](O)COP(=O)(O)O
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C00311,O=C(O)CC(C(=O)O)C(O)C(=O)O
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C00323,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/c1ccc(O)c(O)c1
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C00354,O=P(O)(O)OC[C@H]1OC(O)(COP(=O)(O)O)[C@@H](O)[C@@H]1O
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C00355,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C00398,NCCc1c[nH]c2ccccc12
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C00417,O=C(O)/C=C(/CC(=O)O)C(=O)O
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C00483,NCCc1ccc(O)cc1
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C00493,O=C(O)C1=C[C@@H](O)[C@@H](O)[C@H](O)C1
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C00630,CC(C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C00631,O=C(O)[C@@H](CO)OP(=O)(O)O
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C00643,N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C00668,O=P(O)(O)OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C00755,COc1cc(C=O)ccc1O
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C00757,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C00780,NCCc1c[nH]c2ccc(O)cc12
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C01179,O=C(O)C(=O)Cc1ccc(O)cc1
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C01516,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C01575,CN[C@@H](C)[C@H](O)c1ccccc1
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C01626,CC[C@]12C=CCN3CC[C@@]4(c5ccc(OC)cc5N(C)[C@H]4[C@](O)(C(=O)OC)[C@@H]1OC(C)=O)[C@@H]32
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C01795,COc1cc2c(cc1O)-c1cc3ccc(OC)c(OC)c3c[n+]1CC2
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C01852,C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1CC=O
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C01897,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C02105,COc1ccc(C[C@H]2c3cc(O)c(OC)cc3CCN2C)cc1O
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C02106,COc1cc2c(cc1O)[C@@H]1Cc3ccc(OC)c(O)c3CN1CC2
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C02637,O=C(O)C1=CC(=O)[C@@H](O)[C@H](O)C1
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C02765,CN[C@@H](C)[C@@H](O)c1ccccc1
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C03005,CNc1ccccc1C(=O)O
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C03470,C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1C[C@@H]1NCCc2c1[nH]c1ccccc21
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C03506,O=P(O)(O)OC[C@@H](O)[C@@H](O)c1c[nH]c2ccccc12
map01063,Biosynthesis of alkaloids derived from shikimate pathway,C03677,C/C=C1/C=[N+]2CCc3c([nH]c4ccccc34)[C@@H]2C[C@@H]1/C(=C/O)C(=O)OC
