Pathway ID,Type,Pathway Name,Metabolite,Name,SMILES
PWY-7161,FLAVONE-SYN,polymethylated quercetin biosynthesis,3457-TETRAHYDROXY-3-METHOXYFLAVONE,3-O-methylquercetin,COC2(\C(=O)C3(/C(/OC(\C1(/C=C(C(/O)=C\C=1)/O))=2)=C\C(\[O-])=C/C(/O)=3))
PWY-7161,FLAVONE-SYN,polymethylated quercetin biosynthesis,345-TRIHYDROXY-37-DIMETHOXYFLAVONE,"3,7-dimethylquercetin",COC3(\C=C2(C(\C(=O)C(/OC)=C(C1(\C=C(C(/O)=C\C=1)\O))\O2)=C(/C=3)\O))
PWY-7161,FLAVONE-SYN,polymethylated quercetin biosynthesis,CPD-13511,rhamnetin,COC3(\C=C2(C(\C(=O)C(/O)=C(C1(\C=C(C(/O)=C\C=1)\O))\O2)=C(/C=3)\O))
PWY-7161,FLAVONE-SYN,polymethylated quercetin biosynthesis,CPD-14948,"7,4'-dimethylquercetin",COC3(\C=C2(C(\C(=O)C(/O)=C(C1(\C=C(C(/OC)=C\C=1)\O))\O2)=C(/C=3)\O))
PWY-7161,FLAVONE-SYN,polymethylated quercetin biosynthesis,CPD-14947,"7,3'-dimethylquercetin",COC3(\C=C2(C(\C(=O)C(/O)=C(C1(\C=C(C(/O)=C\C=1)\OC))\O2)=C(/C=3)\O))
PWY-7161,FLAVONE-SYN,polymethylated quercetin biosynthesis,CPD-520,quercetin,C3(/C=C(C(/O)=C\C(\C1(\OC2(/C=C(/C=C(C(\C(=O)C(/[O-])=1)=2)/O)/O)))=3)/O)
PWY-7161,FLAVONE-SYN,polymethylated quercetin biosynthesis,CPD-14946,"3,3'-dimethylquercetin",COC1(\C(\O)=C/C=C(/C=1)/C2(/OC3(\C(\C(=O)C(/OC)=2)=C(/C=C(/C=3)/O)\O)))
PWY-7161,FLAVONE-SYN,polymethylated quercetin biosynthesis,CPD-8004,isorhamnetin,COC1(\C(\O)=C/C=C(/C=1)/C2(/OC3(\C(\C(=O)C(/[O-])=2)=C(/C=C(/C=3)/O)\O)))
PWY-5045,STILBENE-PHYTOALEXINS,pinosylvin metabolism,CPD-503,3-phenylpropanoyl-CoA,CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC1(\C=C/C=C\C=1))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]
PWY-5045,STILBENE-PHYTOALEXINS,pinosylvin metabolism,CPD-6963,dihydropinosylvin,C2(\C=C/C(\CCC1(\C=C(/C=C(\C=1)/O)\O))=C\C=2)
PWY-5045,STILBENE-PHYTOALEXINS,pinosylvin metabolism,CPD-438,pinosylvin,C2(\C=C/C(/C=C/C1(/C=C(/C=C(C=1)/O)/O))=C\C=2)
PWY-5045,STILBENE-PHYTOALEXINS,pinosylvin metabolism,CPD-6964,pinosylvin monomethylether,COC1(\C=C(C=C(/C=1)/C=C/C2(\C=C/C=C\C=2))\O)
PWY-5045,STILBENE-PHYTOALEXINS,pinosylvin metabolism,CINNAMOYL-COA,cinnamoyl-CoA,CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C1(\C=C/C=C\C=1))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]
PWY-6115,TRITERPENOID-SYN,"avenacin biosynthesis, initial reactions",EPOXYSQUALENE,"(3<i>S</i>)-2,3-epoxy-2,3-dihydrosqualene",CC(C)=CCCC(\C)=C/CCC(\C)=C/CC/C=C(C)/CC/C=C(C)/CC[C@H]1(C(C)(C)O1)
PWY-6115,TRITERPENOID-SYN,"avenacin biosynthesis, initial reactions",CYCLOARTENOL,cycloartenol,CC(C)=CCC[C@@H](C)[C@H]3(CC[C@@]4(C)([C@@H]1(CC[C@H]5(C(C)(C)[C@@H](O)CC[C@@]2(C[C@@]12CC[C@](C)34)5))))
PWY-6115,TRITERPENOID-SYN,"avenacin biosynthesis, initial reactions",CPD-6948,&beta;-amyrin,CC4(C[C@H]5(C2(\[C@]([C@@]1(CC[C@H]3(C(C)(C)[C@H](CC[C@]([C@H]1C\C=2)3C)O))C)(CC[C@@](C)(CC4)5)C)))C
PWY-3301,CINNAMATE-SYN,sinapate ester biosynthesis,1-O-SINAPOYL-BETA-D-GLUCOSE,1-<i>O</i>-sinapoyl-&beta;-D-glucose,COC2(\C(\O)=C(C=C(/C=C/C(=O)O[C@H]1([C@H](O)[C@H]([C@@H]([C@H](O1)CO)O)O))/C=2)\OC)
PWY-3301,CINNAMATE-SYN,sinapate ester biosynthesis,12-BIS-O-SINAPOYL-BETA-D-GLUCOSIDE,"1,2-di-O-sinapoyl-&beta;-D-glucose",COC1(\C(\O)=C(C=C(/C=1)/C=C/C(O[C@H]3([C@H](OC(/C=C/C2(/C=C(C(\O)=C(C=2)\OC)/OC))=O)O[C@H](CO)[C@H]([C@@H]3O)O))=O)\OC)
PWY-3301,CINNAMATE-SYN,sinapate ester biosynthesis,O-SINAPOYLCHOLINE,<i>O</i>-sinapoylcholine,C(COC(=O)/C=C/C1(/C=C(C(\O)=C(C=1)\OC)/OC))[N+](C)(C)C
PWY-3301,CINNAMATE-SYN,sinapate ester biosynthesis,SINAPATE,sinapate,COC1(/C=C(/C=C(C(\O)=1)/OC)/C=C/C([O-])=O)
PWY-3301,CINNAMATE-SYN,sinapate ester biosynthesis,SINAPOYL-S-MALATE,sinapoyl-(S)-malate,COC1(\C(\OC(=O)[C@@H](O)CC(=O)[O-])=C(C=C(/C=C/C(=O)[O-])/C=1)\OC)
PWY-5773,SESQUITERPENOID-SYN,gossypol biosynthesis,FARNESYL-PP,"(2<i>E</i>,6<i>E</i>)-farnesyl diphosphate",CC(C)=CCCC(\C)=C/CCC(\C)=C/COP(OP([O-])(=O)[O-])(=O)[O-]
PWY-5773,SESQUITERPENOID-SYN,gossypol biosynthesis,CPD-1722,(+)-&delta;-cadinene,CC([C@@H]2(CCC(/C)=C1(CCC(/C)=C/[C@H]12)))C
PWY-5773,SESQUITERPENOID-SYN,gossypol biosynthesis,CPD-9524,desoxyhemigossypol,CC(C2(/C3(\C=C(C)/C=C1(C(\C(\CO1)=C(C(/O)=2)\O)=3))))C
PWY-5773,SESQUITERPENOID-SYN,gossypol biosynthesis,CPD-9528,desoxyhemigossypol-6-methyl ether,CC(C2(/C3(\C=C(C)/C=C1(C(\C(\CO1)=C(C(/OC)=2)\O)=3))))C
PWY-5773,SESQUITERPENOID-SYN,gossypol biosynthesis,CPD-9529,hemigossypol-6-methyl ether,CC(C1(/C2(\C=C(C)/C=C(C(\C(\C=O)=C(C(/OC)=1)\O)=2)/O)))C
PWY-5773,SESQUITERPENOID-SYN,gossypol biosynthesis,CPD-9527,"gossypol-6,6'-dimethyl ether",CC(C3(/C4(\C=C(C)/C(C1(\C(\O)=C/C2(C(\C=O)=C(C(/OC)=C(C(C)C)\C(C(/C)=1)=2)\O)))=C(C(\C(\C=O)=C(C(/OC)=3)\O)=4)O)))C
PWY-5773,SESQUITERPENOID-SYN,gossypol biosynthesis,CPD-9525,hemigossypol,CC(C1(/C2(\C=C(C)/C=C(C(\C(\C=O)=C(C(/O)=1)\O)=2)/O)))C
PWY-5773,SESQUITERPENOID-SYN,gossypol biosynthesis,CPD-9526,gossypol,CC(C3(/C4(\C=C(C)/C(C1(\C(\O)=C/C2(C(\C=O)=C(C(/O)=C(C(C)C)\C(C(/C)=1)=2)\O)))=C(C(\C(\C=O)=C(C(/O)=3)\O)=4)O)))C
PWY-5773,SESQUITERPENOID-SYN,gossypol biosynthesis,CPD-9523,8-hydroxy-(+)-&delta;-cadinene,CC([C@@H]2(CCC(\C)=C1([C@@H](\C=C(C)/CC1O)2)))C
PWY-7232,GIBBERELLINS-BIOSYNTHESIS,gibberellin biosynthesis V,CPD-15217,gibberellin A<sub>5</sub>,C=C1([C@@]3(O)(C[C@]4(C1)([C@H]([C@@H]5([C@]2(C(=O)O[C@](C\C=C/2)([C@@H](CC3)4)5)(C)))C([O-])=O)))
PWY-7232,GIBBERELLINS-BIOSYNTHESIS,gibberellin biosynthesis V,CPD-15218,gibberellin A<sub>6</sub>,C=C1([C@@]4(O)(C[C@]5(C1)([C@H]([C@@H]6([C@]3(C(=O)O[C@](CC2(OC23))([C@@H](CC4)5)6)(C)))C([O-])=O)))
PWY-7232,GIBBERELLINS-BIOSYNTHESIS,gibberellin biosynthesis V,GIBBERELLIN,gibberellin A<sub>3</sub>,C=C1([C@@]3(O)(C[C@]4(C1)([C@H]([C@@H]5([C@]2(C(=O)O[C@](\C=C/[C@H](O)2)([C@@H](CC3)4)5)(C)))C([O-])=O)))
PWY-7232,GIBBERELLINS-BIOSYNTHESIS,gibberellin biosynthesis V,CPD1F-140,gibberellin A<sub>20</sub>,C=C1([C@@]3(O)(C[C@]4(C1)([C@H]([C@@H]5([C@]2(C(=O)O[C@](CCC2)([C@@H](CC3)4)5)(C)))C([O-])=O)))
PWY-5477,GALLOTANNINS,gallotannin biosynthesis,CPD-8952,"4-<i>O</i>-digalloyl-1,2,3,6-tetra-<i>O</i>-&beta;-<i>D</i>-galloylglucose",C(OC(C1(\C=C(C(\O)=C(/C=1)\O)\O))=O)[C@H]6(O[C@H]([C@H](OC(C2(\C=C(C(\O)=C(/C=2)\O)\O))=O)[C@@H](OC(=O)C3(\C=C(C(\O)=C(/C=3)\O)\O))[C@H](OC(=O)C4(\C=C(C(\O)=C(/C=4)\OC(C5(\C=C(C(\O)=C(/C=5)\O)\O))=O)\O))6)OC(C7(\C=C(C(\O)=C(/C=7)\O)\O))=O)
PWY-5477,GALLOTANNINS,gallotannin biosynthesis,CPD-8956,"2,4-<i>O</i>-digalloyl-1,3,6-tri-<i>O</i>-&beta;-<i>D</i>-galloylglucose",C(OC(C1(\C=C(C(\O)=C(/C=1)\O)\O))=O)[C@H]7(O[C@H]([C@H](OC(C2(\C=C(C(\O)=C(/C=2)\O)\OC(C3(\C=C(C(\O)=C(/C=3)\O)\O))=O))=O)[C@@H](OC(=O)C4(\C=C(C(\O)=C(/C=4)\O)\O))[C@H](OC(=O)C5(\C=C(C(\O)=C(/C=5)\OC(C6(\C=C(C(\O)=C(/C=6)\O)\O))=O)\O))7)OC(C8(\C=C(C(\O)=C(/C=8)\O)\O))=O)
PWY-5477,GALLOTANNINS,gallotannin biosynthesis,CPD-8954,"3-<i>O</i>-digalloyl-1,2,4,6-tetra-<i>O</i>-&beta;-<i>D</i>-galloylglucose",C(OC(C1(\C=C(C(\O)=C(/C=1)\O)\O))=O)[C@H]6(O[C@H]([C@H](OC(C2(\C=C(C(\O)=C(/C=2)\O)\O))=O)[C@@H](OC(=O)C3(\C=C(C(\O)=C(/C=3)\O)\OC(C4(\C=C(C(\O)=C(/C=4)\O)\O))=O))[C@H](OC(=O)C5(\C=C(C(\O)=C(/C=5)\O)\O))6)OC(C7(\C=C(C(\O)=C(/C=7)\O)\O))=O)
PWY-5477,GALLOTANNINS,gallotannin biosynthesis,CPD-8957,"3-<i>O</i>-trigalloyl-1,2,4,6-tetra-<i>O</i>-&beta;-<i>D</i>-galloylglucose",C(OC(C1(\C=C(C(\O)=C(/C=1)\O)\O))=O)[C@H]7(O[C@H]([C@H](OC(C2(\C=C(C(\O)=C(/C=2)\O)\O))=O)[C@@H](OC(=O)C3(\C=C(C(\O)=C(/C=3)\O)\OC(C4(\C=C(C(\O)=C(/C=4)\O)\OC(C5(\C=C(C(\O)=C(/C=5)\O)\O))=O))=O))[C@H](OC(=O)C6(\C=C(C(\O)=C(/C=6)\O)\O))7)OC(C8(\C=C(C(\O)=C(/C=8)\O)\O))=O)
PWY-5477,GALLOTANNINS,gallotannin biosynthesis,CPD-8953,"2-<i>O</i>-digalloyl-1,3,4,6-tetra-<i>O</i>-&beta;-<i>D</i>-galloylglucose",C(OC(C1(\C=C(C(\O)=C(/C=1)\O)\O))=O)[C@H]6(O[C@H]([C@H](OC(C2(\C=C(C(\O)=C(/C=2)\O)\OC(C3(\C=C(C(\O)=C(/C=3)\O)\O))=O))=O)[C@@H](OC(=O)C4(\C=C(C(\O)=C(/C=4)\O)\O))[C@H](OC(=O)C5(\C=C(C(\O)=C(/C=5)\O)\O))6)OC(C7(\C=C(C(\O)=C(/C=7)\O)\O))=O)
PWY-5477,GALLOTANNINS,gallotannin biosynthesis,CPD-8955,"2,3-<i>O</i>-digalloyl-1,4,6-tri-<i>O</i>-&beta;-<i>D</i>-galloylglucose",C(OC(C1(\C=C(C(\O)=C(/C=1)\O)\O))=O)[C@H]7(O[C@H]([C@H](OC(C2(\C=C(C(\O)=C(/C=2)\O)\OC(C3(\C=C(C(\O)=C(/C=3)\O)\O))=O))=O)[C@@H](OC(=O)C4(\C=C(C(\O)=C(/C=4)\O)\OC(C5(\C=C(C(\O)=C(/C=5)\O)\O))=O))[C@H](OC(=O)C6(\C=C(C(\O)=C(/C=6)\O)\O))7)OC(C8(\C=C(C(\O)=C(/C=8)\O)\O))=O)
PWY-5477,GALLOTANNINS,gallotannin biosynthesis,12346-PENTAKIS-O-GALLOYL-BETA-D-GLUC,"1,2,3,4,6-pentagalloylglucose",C(OC(C1(\C=C(C(\O)=C(/C=1)\O)\O))=O)[C@H]5(O[C@H]([C@H](OC(C2(\C=C(C(\O)=C(/C=2)\O)\O))=O)[C@@H](OC(=O)C3(\C=C(C(\O)=C(/C=3)\O)\O))[C@H](OC(=O)C4(\C=C(C(\O)=C(/C=4)\O)\O))5)OC(C6(\C=C(C(\O)=C(/C=6)\O)\O))=O)
PWY-6447,MONOTERPENOID-SYN,trichome monoterpenes biosynthesis,CPD-4211,prenyl diphosphate,CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]
PWY-6447,MONOTERPENOID-SYN,trichome monoterpenes biosynthesis,CPD-461,neryl diphosphate,CC(C)=CCCC(/C)=C/COP([O-])(OP([O-])([O-])=O)=O
PWY-6447,MONOTERPENOID-SYN,trichome monoterpenes biosynthesis,Beta-phellandrene,&beta;-phellandrene,CC(C1(CCC(\C=C/1)=C))C
PWY-6447,MONOTERPENOID-SYN,trichome monoterpenes biosynthesis,CPD-8735,&alpha;-terpinene,CC(C1(\CCC(/C)=C/C=1))C
PWY-6447,MONOTERPENOID-SYN,trichome monoterpenes biosynthesis,CPD-4886,(4<i>S</i>)-limonene,C=C(C)[C@@H]1(C\C=C(C)/CC1)
PWY-6447,MONOTERPENOID-SYN,trichome monoterpenes biosynthesis,CPD-12226,&alpha;-phellandrene,CC(C)C1(C\C=C(C)/C=C\1)
PWY-6447,MONOTERPENOID-SYN,trichome monoterpenes biosynthesis,CPD-4892,(-)-&alpha;-pinene,CC1(\[C@@H]2(C[C@H](C\C=1)C2(C)C))
PWY-6447,MONOTERPENOID-SYN,trichome monoterpenes biosynthesis,CPD-4901,(+)-2-carene,CC2(\CC[C@H]1(C(C)(C)[C@H]1\C=2))
PWY-5288,C40-Carotenoids-Biosynthesis,"astaxanthin biosynthesis (bacteria, fungi, algae)",CPD-7860,3-hydroxyechinenone,CC(/C=C/C=C(C)/C=C/C1(/C(CCCC(/C)=1)(C)C))=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C2(\C(C[C@@H](C(C(/C)=2)=O)O)(C)C)
PWY-5288,C40-Carotenoids-Biosynthesis,"astaxanthin biosynthesis (bacteria, fungi, algae)",CPD-7849,adonirubin,CC(/C=C/C=C(C)/C=C/C1(/C(CCC(C(/C)=1)=O)(C)C))=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C2(\C(C[C@@H](C(C(/C)=2)=O)O)(C)C)
PWY-5288,C40-Carotenoids-Biosynthesis,"astaxanthin biosynthesis (bacteria, fungi, algae)",CPD-7850,echinenone,CC(/C=C/C=C(C)/C=C/C1(/C(CCCC(/C)=1)(C)C))=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C2(\C(CCC(C(/C)=2)=O)(C)C)
PWY-5288,C40-Carotenoids-Biosynthesis,"astaxanthin biosynthesis (bacteria, fungi, algae)",CPD1F-129,&beta;-carotene,CC(/C=C/C=C(C)/C=C/C1(/C(C)(C)CCCC(/C)=1))=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C2(\C(C)(C)CCCC(/C)=2)
PWY-5288,C40-Carotenoids-Biosynthesis,"astaxanthin biosynthesis (bacteria, fungi, algae)",CPD-7409,&beta;-cryptoxanthin,CC(/C=C/C=C(C)/C=C/C1(/C(C)(C)CCCC(/C)=1))=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C2(\C(C)(C)C[C@@H](CC(/C)=2)O)
PWY-5288,C40-Carotenoids-Biosynthesis,"astaxanthin biosynthesis (bacteria, fungi, algae)",CPD1F-130,zeaxanthin,CC(/C=C/C=C(C)/C=C/C1(/C(C)(C)C[C@@H](CC(/C)=1)O))=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C2(\C(C)(C)C[C@@H](CC(/C)=2)O)
PWY-5288,C40-Carotenoids-Biosynthesis,"astaxanthin biosynthesis (bacteria, fungi, algae)",CPD-7852,adonixanthin,CC(/C=C/C=C(C)/C=C/C1(/C(C[C@@H](CC(/C)=1)O)(C)C))=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C2(\C(C[C@@H](C(C(/C)=2)=O)O)(C)C)
PWY-5288,C40-Carotenoids-Biosynthesis,"astaxanthin biosynthesis (bacteria, fungi, algae)",CPD-7847,"(3S,3'S)-astaxanthin",CC(/C=C/C=C(C)/C=C/C1(/C(C[C@@H](C(C(/C)=1)=O)O)(C)C))=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C2(\C(C[C@@H](C(C(/C)=2)=O)O)(C)C)
PWY-5288,C40-Carotenoids-Biosynthesis,"astaxanthin biosynthesis (bacteria, fungi, algae)",CPD-7851,canthaxanthin,CC(/C=C/C=C(C)/C=C/C1(/C(CCC(C(/C)=1)=O)(C)C))=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C2(\C(CCC(C(/C)=2)=O)(C)C)
PWY-5399,BETALAIN-ALKALOIDS,betacyanin biosynthesis,L-DIHYDROXY-PHENYLALANINE,L-dopa,C([C@H](CC1(\C=C/C(/O)=C(\C=1)/O))[NH3+])(=O)[O-]
PWY-5399,BETALAIN-ALKALOIDS,betacyanin biosynthesis,DOPAQUINONE,dopaquinone,C([O-])(=O)[C@@H]([NH3+])CC1(\C=C/C(=O)C(\C=1)=O)
PWY-5399,BETALAIN-ALKALOIDS,betacyanin biosynthesis,TYR,L-tyrosine,C([C@H](CC1(\C=C/C(/O)=C\C=1))[NH3+])(=O)[O-]
PWY-5399,BETALAIN-ALKALOIDS,betacyanin biosynthesis,CPD-8651,betalamate,C(/C=C1(C[C@H](NC(/C(=O)[O-])=C/1)C([O-])=O))=O
PWY-5399,BETALAIN-ALKALOIDS,betacyanin biosynthesis,CPD-8656,cyclo-dopa 5-<i>O</i>-glucoside,C([C@@H]3([C@H]([C@@H]([C@H]([C@H](OC1(\C(\O)=C/C2(/N[C@@H](CC(/C=1)=2)C([O-])=O)))O3)O)O)O))O
PWY-5399,BETALAIN-ALKALOIDS,betacyanin biosynthesis,CPD-8654,betanin,C(/C=C1(C[C@H](NC(/C([O-])=O)=C/1)C([O-])=O))=[N+]2([C@@H](CC3(/C=C(C(/O)=C\C/2=3)/O[C@H]4([C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)))C([O-])=O)
PWY-5399,BETALAIN-ALKALOIDS,betacyanin biosynthesis,CPD-8652,leucodopachrome,C([O-])(=O)[C@H]1(NC2(\C=C(C(/O)=C\C(/C1)=2)\O))
PWY-5399,BETALAIN-ALKALOIDS,betacyanin biosynthesis,CPD-8653,betanidin,C(/C=C1(C[C@@H](C([O-])=O)NC(/C(=O)[O-])=C/1))=[N+]2([C@H](C([O-])=O)CC3(/C=C(C(/O)=C\C/2=3)/O))
PWY-5399,BETALAIN-ALKALOIDS,betacyanin biosynthesis,CPD-8655,gomphrenin I,C(/C=C1(C[C@H](NC(/C(=O)[O-])=C/1)C([O-])=O))=[N+]3([C@@H](CC4(/C=C(C(/O[C@H]2([C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O))=C\C/3=4)/O))C([O-])=O)
PWY-6540,SESQUITERPENE-LACTONE,costunolide biosynthesis,CPD-16701,"8&beta;-hydroxy-germacra-1(10),4,11(13)-trien-12-oate",CC1(/CC/C=C(C)/C[C@@H](O)[C@@H](C(C([O-])=O)=C)C/C=1)
PWY-6540,SESQUITERPENE-LACTONE,costunolide biosynthesis,CPD-21662,inunolide,CC1(/CC/C=C(C)/C[C@H]2(OC(=O)C([C@H](C/C=1)2)=C))
PWY-6540,SESQUITERPENE-LACTONE,costunolide biosynthesis,CPD-21665,"8&alpha;-hydroxy-germacra-1(10),4,11(13)-trien-12-oate",CC1(/CC/C=C(C)/C[C@H](O)[C@@H](C(C([O-])=O)=C)C/C=1)
PWY-6540,SESQUITERPENE-LACTONE,costunolide biosynthesis,CPD-21663,8-<i>epi</i>-inunolide,CC1(/CC/C=C(C)/C[C@@H]2(OC(=O)C([C@H](C/C=1)2)=C))
PWY-6540,SESQUITERPENE-LACTONE,costunolide biosynthesis,CPD-9413,"germacra-1(10),4,11(13)-trien-12-oate",CC1(/CC[C@@H](C(C([O-])=O)=C)C/C=C(C)/CC/C=1)
PWY-6540,SESQUITERPENE-LACTONE,costunolide biosynthesis,CPD-16700,"6&alpha;-hydroxy-germacra-1(10),4,11(13)-trien-12-oate",CC1(/CC[C@@H](C(C(=O)[O-])=C)[C@H](O)/C=C(C)/CC/C=1)
PWY-6540,SESQUITERPENE-LACTONE,costunolide biosynthesis,CPD-9410,"(+)-costunolide (12,6&alpha;)",CC1(/CC[C@H]2(C(C(=O)O[C@H](/C=C(C)/CC/C=1)2)=C))
PWY-6540,SESQUITERPENE-LACTONE,costunolide biosynthesis,FARNESYL-PP,"(2<i>E</i>,6<i>E</i>)-farnesyl diphosphate",CC(C)=CCCC(\C)=C/CCC(\C)=C/COP(OP([O-])(=O)[O-])(=O)[O-]
PWY-6540,SESQUITERPENE-LACTONE,costunolide biosynthesis,CPD-9006,(+)-germacrene A,C=C(C)[C@@H]1(CCC(\C)=C/CCC(\C)=C/C1)
PWY-6540,SESQUITERPENE-LACTONE,costunolide biosynthesis,CPD-9412,"germacra-1(10),4,11(13)-trien-12-al",CC1(/CC[C@H](C(C=O)=C)C/C=C(C)/CC/C=1)
PWY-6540,SESQUITERPENE-LACTONE,costunolide biosynthesis,CPD-9411,"germacra-1(10),4,11(13)-trien-12-ol",CC1(/CC[C@H](C(CO)=C)C/C=C(C)/CC/C=1)
PWY-7477,TERPENOID-PHYTOALEXINS,momilactone A biosynthesis,CPD-16670,6&beta;-hydroxy-<i>syn</i>-pimaradiene,C=C[C@@]2(CC[C@H]3([C@]1(CCCC(C)(C)[C@@H]1[C@H](O)\C=C(C2)/3)C))C
PWY-7477,TERPENOID-PHYTOALEXINS,momilactone A biosynthesis,CPD-9905,"3&beta;-hydroxy-9&beta;-pimara-7,15-diene-19,6&beta;-olide",C=C[C@@]2(CCC3([C@]1(CCC([C@]4(C1C(\C=C(C2)/3)OC4=O)C)O)C))C
PWY-7477,TERPENOID-PHYTOALEXINS,momilactone A biosynthesis,CPD-4754,"(-)-9&beta;-pimara-7,15-diene",C=C[C@@]2(CC[C@H]3([C@]1(CCCC(C)(C)[C@@H]1C\C=C(C2)/3)C))C
PWY-7477,TERPENOID-PHYTOALEXINS,momilactone A biosynthesis,CPD-13922,"(-)-9&beta;-pimara-7,15-dien-19-al",C=C[C@@]2(CC[C@H]3([C@]1(CCC[C@]([C@@H]1C\C=C(C2)/3)(C)C=O)C))C
PWY-7477,TERPENOID-PHYTOALEXINS,momilactone A biosynthesis,CPD-13923,"(-)-9&beta;-pimara-7,15-dien-19-oate",C=C[C@@]2(CC[C@H]3([C@]1(CCC[C@]([C@@H]1C\C=C(C2)/3)(C)C([O-])=O)C))C
PWY-7477,TERPENOID-PHYTOALEXINS,momilactone A biosynthesis,CPD-13921,"(-)-9&beta;-pimara-7,15-dien-19-ol",C=C[C@@]2(CC[C@H]3([C@]1(CCC[C@]([C@@H]1C\C=C(C2)/3)(C)CO)C))C
PWY-7477,TERPENOID-PHYTOALEXINS,momilactone A biosynthesis,CPD-7092,momilactone A,C=C[C@@]2(CCC3([C@]1(CCC([C@]4(C1C(\C=C(C2)/3)OC4=O)C)=O)C))C
PWY-5756,TRITERPENOID-SYN,saponin biosynthesis II,CPD-9464,"oleanolate 3-beta-D-glucuronoside-(3,1)-galactoside-28-glucoside",CC6(C[C@H]7(C2(\[C@]([C@@]1(CC[C@H]3(C([C@H](CC[C@]([C@H]1C\C=2)3C)O[C@H]4([C@@H]([C@H]([C@@H]([C@H](C([O-])=O)O4)O)O[C@H]5([C@@H]([C@H]([C@H]([C@@H](CO)O5)O)O)O))O))(C)C))C)(CC[C@@](CC6)7C(O[C@H]8([C@@H]([C@H]([C@@H]([C@@H](CO)O8)O)O)O))=O)C)))C
PWY-5756,TRITERPENOID-SYN,saponin biosynthesis II,CPD-9467,"oleanolate-3-beta-D-glucuronoside-(3,1)-galactoside-(4,1)-glucoside-28-glucoside",CC7(C[C@H]8(C2(\[C@]([C@@]1(CC[C@H]3(C([C@H](CC[C@]([C@H]1C\C=2)3C)O[C@H]4([C@@H]([C@H]([C@@H]([C@H](C([O-])=O)O4)O[C@H]5([C@@H]([C@H]([C@@H]([C@@H](CO)O5)O)O)O))O[C@H]6([C@@H]([C@H]([C@H]([C@@H](CO)O6)O)O)O))O))(C)C))C)(CC[C@@](CC7)8C(O[C@H]9([C@@H]([C@H]([C@@H]([C@@H](CO)O9)O)O)O))=O)C)))C
PWY-5756,TRITERPENOID-SYN,saponin biosynthesis II,CPD-9469,"oleanolate-3-beta-D-glucuronoside-(3,1)-galactoside-(4,1)-glucoside",CC7(C[C@H]8(C2(\[C@]([C@@]1(CC[C@H]3(C([C@H](CC[C@]([C@H]1C\C=2)3C)O[C@H]4([C@@H]([C@H]([C@@H]([C@H](C([O-])=O)O4)O[C@H]5([C@@H]([C@H]([C@@H]([C@@H](CO)O5)O)O)O))O[C@H]6([C@@H]([C@H]([C@H]([C@@H](CO)O6)O)O)O))O))(C)C))C)(CC[C@@](CC7)8C(=O)[O-])C)))C
PWY-5756,TRITERPENOID-SYN,saponin biosynthesis II,CPD-9461,"oleanolate 3-beta-D-glucuronoside-(3,1)-galactoside",CC6(C[C@H]7(C2(\[C@]([C@@]1(CC[C@H]3(C([C@H](CC[C@]([C@H]1C\C=2)3C)O[C@H]4([C@@H]([C@H]([C@@H]([C@H](C([O-])=O)O4)O)O[C@H]5([C@@H]([C@H]([C@H]([C@H](O5)CO)O)O)O))O))(C)C))C)(CC[C@@](CC6)7C([O-])=O)C)))C
PWY-5756,TRITERPENOID-SYN,saponin biosynthesis II,CPD-9462,oleanolate 3-&beta;-D-glucuronoside-28-glucoside,CC5(C[C@H]6(C2(\[C@]([C@@]1(CC[C@H]3(C([C@H](CC[C@]([C@H]1C\C=2)3C)O[C@H]4([C@@H]([C@H]([C@@H]([C@H](C([O-])=O)O4)O)O)O))(C)C))C)(CC[C@@](CC5)6C(O[C@H]7([C@@H]([C@H]([C@@H]([C@@H](CO)O7)O)O)O))=O)C)))C
