Name,SMILES,Metabolite,Type,ACYLSUGAR-BIOSYNTHESIS,ALKALOIDS-SYN,ANTHOCYANIN-SYN,APOCAROTENOID-SYN,AURONE-SYN,Abscisic-Acid-Biosynthesis,Aroma-Compound-Biosynthesis,Auxin-Biosynthesis,BETALAIN-ALKALOIDS,C40-Carotenoids-Biosynthesis,CINNAMATE-SYN,COUMARIN-SYN,CYANOGENIC-GLUCOSIDE-SYN,CYCLITOLS,CYTOKININ-BIOSYNTHESIS,Caffeine-Biosynthesis,Cyclitols-Biosynthesis,DITERPENOID-SYN,FATTY-ACID-DERIVATIVE-SYN,FLAVANONES-SYN,FLAVONE-SYN,FLAVONOID-SYN,FLAVONOL-SYN,GIBBERELLIN-SYN,GIBBERELLINS-BIOSYNTHESIS,GLUCOSINOLATE-SYN,INDOLE-PHYTOALEXIN-SYN,ISOFLAVONOID-PHYTOALEXINS,ISOFLAVONOID-SYN,ISOPRENOIDS,ISOQUINOLINE-ALKALOIDS,Jasmonates-Biosynthesis,LEUCOANTHOCYANIDIN-SYN,LIGNAN-SYN,LIGNIN-SYN,Lycopene-Biosynthesis,MEP-Pathways,MONOTERPENOID-SYN,N-CONTAINING-SECONDARY-CMPD-SYN,NON-PROTEIN-AMINO-ACID-SYN,PHENYLPROPANOID-SYN,PHYTOALEXIN-SYN,POLYKETIDE-SYN,PYRROLIDINE-ALKALOIDS,Phytate-Biosynthesis,Plant-Hormone-Biosynthesis,QUINOLINE-ALKALOIDS,QUINONE-SYN,Resin-Acids-Biosynthesis,Rosmarinate-Biosynthesis,Rotenoids-Biosynthesis,S-CONTAINING-SECONDARY-CMPD-SYN,SESQUITERPENE-LACTONE,SESQUITERPENOID-SYN,SUGAR-DERIVS,TERPENOID-ALKALOIDS,TERPENOID-PHYTOALEXINS,TERPENOPHENOLICS-SYN,TRITERPENOID-SYN,TROPANE-ALKALOIDS,Terpenoid-Biosynthesis,Toxin-Biosynthesis,XANTHONE-SYN,Yatein-Biosynthesis
glucobrassicin,C2(\NC3(/C=C\C=C/C(/C(\CC(/S[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))=N\OS(=O)(=O)[O-])=2)=3)),CPD-1863,['GLUCOSINOLATE-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glucoiberin,CS(=O)CCCC(/S[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))=N\OS(=O)(=O)[O-],3-METHYLSULFINYLPROPYL-GLUCOSINOLATE,['GLUCOSINOLATE-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glucoiberverin,CSCCCC(/S[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))=N\OS(=O)(=O)[O-],3-METHYLTHIOPROPYL-GLUCOSINOLATE,['GLUCOSINOLATE-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glucomalcommin,C(OC(C1(\C=C/C=C\C=1))=O)CCC(/S[C@@H]2(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)2))=N\OS(=O)(=O)[O-],3-BENZOYLOXYPROPYL-GLUCOSINOLATE,['GLUCOSINOLATE-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gluconapin,C=CCCC(/S[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))=N\OS(=O)(=O)[O-],CPDQT-273,['GLUCOSINOLATE-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glucoraphanin,CS(=O)CCCCC(/S[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))=N\OS(=O)(=O)[O-],CPDQT-280,['GLUCOSINOLATE-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glucotropaeolin,C(O)[C@@H]2([C@@H](O)[C@H](O)[C@@H](O)[C@H](SC(/CC1(\C=C/C=C\C=1))=N/OS(=O)(=O)[O-])O2),GLUCOTROPEOLIN,['GLUCOSINOLATE-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glutathione,C(S)[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O,GLUTATHIONE,"['S-CONTAINING-SECONDARY-CMPD-SYN', 'S-CONTAINING-SECONDARY-CMPD-SYN', 'S-CONTAINING-SECONDARY-CMPD-SYN']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
glyceollin I,CC1(\C=C/C3(/C(/O1)=C\C=C2([C@@H]4(OC5(/C=C(\C=C/C(/[C@](O)(COC/2=3)4)=5)/O)))))(C),CPD-4405,['ISOFLAVONOID-PHYTOALEXINS'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glyceollin II,CC2(C)(\C=C/C3(\C=C1([C@@H]4(OC5(/C=C(\C=C/C(/[C@](O)(COC/1=C/C(O2)=3)4)=5)/O))))),CPD-4406,['ISOFLAVONOID-PHYTOALEXINS'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glyceollin III,C=C(C)[C@@H]2(CC3(/C=C1([C@@H]4(OC5(/C=C(\C=C/C(/[C@](O)(COC/1=C/C(/O2)=3)4)=5)/O))))),CPD-4407,['ISOFLAVONOID-PHYTOALEXINS'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glycyrrhetaldehyde,C[C@@]4(C)(C3(CC[C@@]2(C)([C@]1(C)(CC[C@@]5([C@H](C/1=C\C(C2[C@](C)3CC[C@H](O)4)=O)C[C@](C=O)(C)CC5)C)))),CPD-14485,['TRITERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
glycyrrhetinate,C[C@@]4(C)(C3(CC[C@@]2(C)([C@]1(C)(CC[C@@]5([C@H](C/1=C\C(C2[C@](C)3CC[C@H](O)4)=O)C[C@](C([O-])=O)(C)CC5)C)))),CPD-14483,['TRITERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
gomphrenin I,C(/C=C1(C[C@H](NC(/C(=O)[O-])=C/1)C([O-])=O))=[N+]3([C@@H](CC4(/C=C(C(/O[C@H]2([C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O))=C\C/3=4)/O))C([O-])=O),CPD-8655,['BETALAIN-ALKALOIDS'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gossypetin,C3(/C=C(C(/O)=C\C(\C1(\OC2(/C(/C(C(/[O-])=1)=O)=C(/C=C(C(\O)=2)/O)/O)))=3)/O),334578-HEXAHYDROXYFLAVONE,"['PHENYLPROPANOID-SYN', 'FLAVONOL-SYN']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gossypetin 3',8-dimethyl ether",COC1(\C(\O)=C/C=C(/C=1)/C2(/OC3(/C(/C(C(/[O-])=2)=O)=C(/C=C(C(\OC)=3)/O)/O))),CPD-16777,['PHENYLPROPANOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gossypetin 7-<i>O</i>-glucoside,C4(/C=C(C(/O)=C\C(\C1(\OC2(/C(/C(C(/[O-])=1)=O)=C(/C=C(C(\O)=2)/O[C@H]3([C@@H]([C@H]([C@H](O)[C@H](O3)CO)O)O))/O)))=4)/O),CPD-16762,['FLAVONOL-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gossypol,CC(C3(/C4(\C=C(C)/C(C1(\C(\O)=C/C2(C(\C=O)=C(C(/O)=C(C(C)C)\C(C(/C)=1)=2)\O)))=C(C(\C(\C=O)=C(C(/O)=3)\O)=4)O)))C,CPD-9526,['SESQUITERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"gossypol-6,6'-dimethyl ether",CC(C3(/C4(\C=C(C)/C(C1(\C(\O)=C/C2(C(\C=O)=C(C(/OC)=C(C(C)C)\C(C(/C)=1)=2)\O)))=C(C(\C(\C=O)=C(C(/OC)=3)\O)=4)O)))C,CPD-9527,['SESQUITERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
guaiacol,COC1(/C=C\C=C/C(/O)=1),CPD-400,['PHENYLPROPANOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guaiacol 2-<i>O</i>-&beta;-<i>D</i>-glucopyranosyl-(1 -> 2)-[<i>O</i>-&beta;-<i>D</i>-xylopyranosyl-(1 -> 6)]-<i>O</i>-&beta;-<i>D</i>-glucopyranoside,COC4(\C(\O[C@H]1([C@@H]([C@H]([C@H](O)[C@H](O1)CO[C@H]2([C@@H]([C@@H](O)[C@@H](CO2)O)O))O)O[C@H]3([C@@H]([C@H]([C@H](O)[C@H](O3)CO)O)O)))=C/C=C\C=4),CPD-19196,['PHENYLPROPANOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guaiacol <i>O</i>-&beta;-<i>D</i>-glucopyranoside,COC2(\C(\O[C@H]1([C@@H]([C@H]([C@H](O)[C@H](O1)CO)O)O))=C/C=C\C=2),CPD-21950,['PHENYLPROPANOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guaiacol <i>O</i>-&beta;-<i>D</i>-xylopyranosyl-(1->6)-<i>O</i>-&beta;-<i>D</i>-glucopyranoside,COC3(\C(\O[C@H]1([C@@H]([C@H]([C@H](O)[C@H](O1)CO[C@H]2([C@@H]([C@@H](O)[C@@H](CO2)O)O))O)O))=C/C=C\C=3),CPD-19216,['PHENYLPROPANOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guattegaumerine,C1([NH+]([C@@H](C2(\C=C(C(/OC)=C\C(/C1)=2)\O))CC6(\C=C/C(/OC5(/C=C(C[C@H]3([NH+](CCC4(/C=C(C(/O)=C\C/3=4)/OC))C))\C=C/C(/O)=5))=C\C=6))C),CPD-8925,['ISOQUINOLINE-ALKALOIDS'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gypsogenate,CC2(CC[C@@]1(CC[C@@]3(C(/C1C2)=C/CC4([C@]3(CCC5([C@@]4(CC[C@@H]([C@@]5(C)C(=O)[O-])O)C))C))C)C(=O)[O-])C,CPD-9474,['TRITERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
gypsogenate-28-beta-D-glucoside,CC2(CC[C@@]1(CC[C@@]3(C(/C1C2)=C/CC4([C@]3(CCC5([C@@]4(CC[C@@H]([C@@]5(C)C(=O)[O-])O)C))C))C)C(=O)OC6([C@H]([C@H]([C@H](C(CO)O6)O)O)O))C,CPD-9475,['TRITERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
gypsogenin,CC2(CC[C@@]1(CC[C@@]3(C(/C1C2)=C/CC4([C@]3(CCC5([C@@]4(CC[C@@H]([C@@]5(C)C=O)O)C))C))C)C(=O)[O-])C,CPD-9470,['TRITERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
gypsogenin-28-beta-D-glucoside,CC2(CC[C@@]1(CC[C@@]3(C(/C1C2)=C/CC4([C@]3(CCC5([C@@]4(CC[C@@H]([C@@]5(C)C=O)O)C))C))C)C(=O)OC6([C@H]([C@H]([C@H](C(CO)O6)O)O)O))C,CPD-9472,['TRITERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hamamelose,C([C@@H]1([C@H]([C@](CO)([C@@H](O1)O)O)O))O,CPDQT-8,['SUGAR-DERIVS'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"hamamelose-2<sup>1</sup>,5-bisphosphate",C([C@@H]1([C@H]([C@](COP(O)(=O)O)([C@@H](O1)O)O)O))OP(O)(O)=O,CPDQT-7,['SUGAR-DERIVS'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hederagenin,CC2(CC[C@@]1(CC[C@@]3(C(/[C@@H]1C2)=C/C[C@H]4([C@]3(CC[C@@H]5([C@@]4(CC[C@@H]([C@](CO)(C)5)O)C))C))C)C([O-])=O)C,CPD-9481,['TRITERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hederagenin-28-O-&beta;-D-glucoside,CC2(CC[C@@]1(CC[C@@]3(C(/[C@@H]1C2)=C/C[C@H]4([C@]3(CC[C@@H]5([C@@]4(CC[C@@H]([C@](CO)(C)5)O)C))C))C)C(=O)O[C@H]6([C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O))C,CPD-9488,['TRITERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hederagenin-3-O-&beta;-D-glucoside,CC2(CC[C@@]1(CC[C@@]3(C(/[C@@H]1C2)=C/C[C@H]4([C@]3(CC[C@@H]5([C@@]4(CC[C@@H]([C@](CO)(C)5)O[C@H]6([C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O))C))C))C)C(=O)[O-])C,CPD-9484,['TRITERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
heliannuol C,CC1(\C(\O)=C/C2([C@@H](C[C@@H](O)[C@](OC(\C=1)=2)(C)C)C=C)),CPD-9880,['SESQUITERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
heliespirone B,CC2(\C(CC1(O[C@H](C(O)(C)C)CC[C@@H](C)1)([C@@H](O)\C=2))=O),CPD-9883,['SESQUITERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
heliespirone C,CC2(\C(=O)C[C@@]1([C@H](C[C@H](O1)C(C)(C)O)C=C)(C(\C=2)=O)),CPD-9885,['SESQUITERPENOID-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
heliocide B1,CC(C)=CCC1(C2(C(C3(/C(/C=O)=C(C(/OC)=C(C(C)C)\C(\C(C(C)(C\C=C(C)/1)2)=O)=3)/[O-]))=O)),CPD-9745,['Terpenoid-Biosynthesis'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
heliocide B2,CC(C)=CCCC1(CC2(C(C3(/C(/C=O)=C(C(/OC)=C(C(C)C)\C(\C(C(C)(CC=1)2)=O)=3)/[O-]))=O)),CPD-9746,['Terpenoid-Biosynthesis'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
heliocide B3,CC(C)=CCCC2(CC1(C(C3(/C(\C(C)C)=C(C(\[O-])=C(C(\C(C1CC=2)=O)=3)\C=O)/OC))=O)(C)),CPD-9747,['Terpenoid-Biosynthesis'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
heliocide B4,CC(C)=CCC2(C1(C(C3(/C(\C(C)C)=C(C(\[O-])=C(C(\C(C1C\C=C(C)/2)=O)=3)\C=O)/OC))=O)(C)),CPD-9748,['Terpenoid-Biosynthesis'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
heliocide H1,CC(C)=CCC1(C2(C(C3(/C(/C(C(C)(C\C=C(C)/1)2)=O)=C(C(C)C)\C(\O)=C(C(\C=O)=3)\[O-]))=O)),CPD-9741,['Terpenoid-Biosynthesis'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
heliocide H2,CC(C)=CCCC1(CC2(C(C3(/C(/C=O)=C(C(/O)=C(C(C)C)\C(\C(C(C)(CC=1)2)=O)=3)/[O-]))=O)),CPD-9742,['Terpenoid-Biosynthesis'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
heliocide H3,CC(C)=CCCC2(CC1(C(C3(\C(\C(C1CC=2)=O)=C(C(\[O-])=C(C(\C(C)C)=3)\O)\C=O))=O)(C)),CPD-9743,['Terpenoid-Biosynthesis'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
heliocide H4,CC(C)=CCC2(C1(C(C3(\C(\C(C1C\C=C(C)/2)=O)=C(C(\[O-])=C(C(\C(C)C)=3)\O)\C=O))=O)(C)),CPD-9744,['Terpenoid-Biosynthesis'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
hemanthamine,CO[C@@H]4(\C=C/[C@@]15([C@H](O)CN(CC2(\C1=CC3(\OCOC(/C=2)=3)))[C@@H](C4)5)),CPD-19429,['ALKALOIDS-SYN'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hemigossypol,CC(C1(/C2(\C=C(C)/C=C(C(\C(\C=O)=C(C(/O)=1)\O)=2)/O)))C,CPD-9525,"['Terpenoid-Biosynthesis', 'SESQUITERPENOID-SYN']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
hemigossypol-6-methyl ether,CC(C1(/C2(\C=C(C)/C=C(C(\C(\C=O)=C(C(/OC)=1)\O)=2)/O)))C,CPD-9529,"['Terpenoid-Biosynthesis', 'SESQUITERPENOID-SYN']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
hemigossypolone,CC(C2(/C(/O)=C(C(\C=O)=C1(C(/C(C(CC1=O)C)=O)=2))/[O-]))C,CPD-9749,['Terpenoid-Biosynthesis'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
hemigossypolone-6-methyl ether,CC(C1(/C2(/C(C(CC(C(/C(/C=O)=C(C(/OC)=1)/[O-])=2)=O)C)=O)))C,CPD-9750,['Terpenoid-Biosynthesis'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
heptaketide pyrone,CC2(/C=C(/C=C(C(/C(CC1(\OC(=O)/C=C(\C=1)/[O-]))=O)=2)/O)/O),CPD-11554,['POLYKETIDE-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
heptaketide pyrone intermediate,CC2(/C=C(/C=C1(C(/C(=O)\C=C(CC(=O)CC(=O)[O-])/O1)=2))/O),CPD-11566,['POLYKETIDE-SYN'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
